Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
2014-02-20,47289,47127,47600,46634,"3,00M","0,29%"
2014-02-19,47151,46597,47155,46134,"4,00M","1,18%"
2014-02-18,46600,47575,47712,46600,"3,86M","-2,05%"
2014-02-17,47576,48200,48298,47540,"1,88M","-1,30%"
2014-02-14,48201,47816,48314,47756,"3,19M","0,81%"
2014-02-13,47813,48211,48211,47129,"3,17M","-0,84%"
2014-02-12,48217,48467,48669,48044,"2,77M","-0,51%"
2014-02-11,48463,47715,48604,47589,"3,38M","1,58%"
2014-02-10,47711,48070,48136,47465,"2,63M","-0,75%"
2014-02-07,48074,47739,48253,47557,"3,20M","0,70%"
2014-02-06,47738,46988,48034,46632,"3,63M","2,39%"
2014-02-05,46624,46964,47148,46224,"3,36M","-0,72%"
2014-02-04,46964,46148,47132,46146,"3,47M","1,77%"
2014-02-03,46148,47623,47623,46109,"3,62M","-3,13%"
2014-01-31,47639,47234,47652,46814,"3,72M","0,84%"
2014-01-30,47244,47554,48034,47115,"3,11M","-0,66%"
2014-01-29,47557,47839,47884,47154,"3,32M","-0,59%"
2014-01-28,47841,47750,48488,47750,"2,69M","0,29%"
2014-01-27,47701,47782,48147,47493,"2,94M","-0,18%"
2014-01-24,47787,48325,48327,47494,"3,54M","-1,10%"
2014-01-23,48321,49294,49598,48321,"3,88M","-1,99%"
2014-01-22,49300,48543,49487,48543,"3,87M","1,56%"
2014-01-21,48542,48728,49124,48440,"3,10M","-0,34%"
2014-01-20,48708,49181,49292,48673,"1,41M","-0,96%"
2014-01-17,49182,49696,49868,49174,"2,62M","-1,04%"
2014-01-16,49696,50106,50577,49628,"2,94M","-0,82%"
2014-01-15,50105,49715,50230,49715,"2,84M","0,81%"
2014-01-14,49703,49421,49834,49263,"2,89M","0,56%"
2014-01-13,49427,49708,50003,49309,"2,80M","-0,54%"
2014-01-10,49696,49322,50145,49267,"3,51M","0,76%"
2014-01-09,49322,50576,50576,49259,"3,70M","-2,48%"
2014-01-08,50577,50431,50793,50424,"2,92M","0,29%"
2014-01-07,50430,50982,51478,50429,"3,34M","-1,07%"
2014-01-06,50974,50980,51002,50451,"3,73M","-0,01%"
2014-01-03,50981,50348,50981,50269,"7,36M","1,27%"
2014-01-02,50341,51522,51656,50246,"3,48M","-2,26%"
2013-12-30,51507,51274,51996,51274,"2,05M","0,47%"
2013-12-27,51267,51239,51395,51207,"2,00M","0,09%"
2013-12-26,51221,51358,51610,51185,"1,81M","-0,26%"
2013-12-23,51356,51188,51605,51188,"2,31M","0,33%"
2013-12-20,51186,51620,51641,51025,"3,72M","-0,87%"
2013-12-19,51633,50578,51633,50578,"2,96M","2,12%"
2013-12-18,50563,50110,50869,50110,"4,53M","0,94%"
2013-12-17,50090,50279,50563,50049,"2,68M","-0,38%"
2013-12-16,50280,50049,50611,50049,"2,80M","0,46%"
2013-12-13,50051,50133,50519,50006,"2,88M","-0,14%"
2013-12-12,50122,50077,50331,49842,"3,05M","0,11%"
2013-12-11,50068,50991,51039,50068,"3,08M","-1,81%"
2013-12-10,50993,51167,51334,50956,"2,13M","-0,34%"
2013-12-09,51165,50942,51298,50832,"2,28M","0,43%"
2013-12-06,50944,50788,51365,50610,"3,35M","0,31%"
2013-12-05,50788,50220,51124,50220,"3,67M","1,14%"
2013-12-04,50216,50359,50744,50114,"3,64M","-0,26%"
2013-12-03,50349,51240,51257,50224,"3,68M","-1,75%"
2013-12-02,51245,52479,52479,51245,"3,79M","-2,36%"
2013-11-29,52482,51847,52482,51847,"2,63M","1,23%"
2013-11-28,51847,51862,52458,51697,"2,42M","-0,03%"
2013-11-27,51861,51448,52113,51448,"3,11M","0,81%"
2013-11-26,51447,52259,52410,51433,"3,73M","-1,56%"
2013-11-25,52264,52807,52995,52116,"3,08M","-1,02%"
2013-11-22,52801,52686,53221,52096,"3,47M","0,21%"
2013-11-21,52688,53027,53027,52190,"3,62M","-0,65%"
2013-11-19,53033,54304,54304,52831,"3,65M","-2,35%"
2013-11-18,54307,53452,54317,53452,"3,32M","1,60%"
2013-11-14,53452,52233,53566,52233,"3,61M","2,34%"
2013-11-13,52230,51804,52271,51290,"3,42M","0,82%"
2013-11-12,51804,52624,52811,51636,"3,85M","-1,56%"
2013-11-11,52624,52247,52646,52072,"2,32M","0,72%"
2013-11-08,52249,52739,52868,51735,"4,11M","-0,93%"
2013-11-07,52741,53390,53891,52558,"4,87M","-1,21%"
2013-11-06,53385,53840,53857,53073,"4,26M","-0,83%"
2013-11-05,53832,54436,54539,53731,"3,33M","-1,11%"
2013-11-04,54437,54014,54531,54008,"2,73M","0,78%"
2013-11-01,54013,54255,54387,53753,"4,09M","-0,45%"
2013-10-31,54256,54174,54466,53602,"12,95M","0,15%"
2013-10-30,54173,54541,54764,53917,"6,04M","-0,67%"
2013-10-29,54539,55076,55267,54224,"6,14M","-0,97%"
2013-10-28,55073,54156,55076,54070,"5,80M","1,70%"
2013-10-25,54154,54863,54911,54141,"4,94M","-1,32%"
2013-10-24,54877,55440,55864,54443,"5,65M","-1,02%"
2013-10-23,55440,56459,56459,55380,"4,02M","-1,81%"
2013-10-22,56460,56074,56720,55898,"4,61M","0,68%"
2013-10-21,56077,55380,56109,55257,"4,66M","1,26%"
2013-10-18,55378,55360,56052,55004,"5,98M","0,04%"
2013-10-17,55358,55966,56168,55146,"7,21M","-1,10%"
2013-10-16,55973,54983,56747,54902,"12,96M","1,80%"
2013-10-15,54981,54176,55190,54053,"8,58M","1,50%"
2013-10-14,54171,53150,54197,52833,"4,09M","1,92%"
2013-10-11,53150,53000,53301,52739,"3,05M","0,29%"
2013-10-10,52997,52550,53133,52512,"4,14M","0,85%"
2013-10-09,52548,52313,52836,51955,"4,21M","0,45%"
2013-10-08,52312,52413,52556,51870,"4,00M","-0,20%"
2013-10-07,52417,52841,52912,52274,"3,47M","-0,82%"
2013-10-04,52849,52489,52872,52113,"4,30M","0,68%"
2013-10-03,52490,53101,53429,52296,"3,99M","-1,15%"
2013-10-02,53100,53176,53474,52871,"4,14M","-0,15%"
2013-10-01,53179,52337,53179,52093,"5,04M","1,61%"
2013-09-30,52338,53737,53737,52291,"6,50M","-2,61%"
2013-09-27,53739,53781,54131,53611,"4,22M","-0,08%"
2013-09-26,53783,54263,54344,53429,"6,27M","-0,88%"
2013-09-25,54261,54425,54612,53968,"3,90M","-0,31%"
2013-09-24,54431,54600,54818,54164,"4,30M","-0,31%"
2013-09-23,54602,54110,54683,54027,"3,92M","0,91%"
2013-09-20,54110,55095,55243,54019,"4,42M","-1,79%"
2013-09-19,55096,55703,55900,54966,"5,13M","-1,09%"
2013-09-18,55703,54273,55827,53982,"7,54M","2,64%"
2013-09-17,54271,53823,54271,53576,"4,25M","0,84%"
2013-09-16,53822,53799,54463,53559,"4,77M","0,04%"
2013-09-13,53798,53311,53859,52917,"4,94M","0,92%"
2013-09-12,53307,53570,53839,52945,"6,09M","-0,49%"
2013-09-11,53570,53982,54304,53307,"6,82M","-0,76%"
2013-09-10,53979,54252,54740,53769,"6,83M","-0,50%"
2013-09-09,54252,53752,54531,53257,"7,78M","0,93%"
2013-09-06,53749,52354,54125,52354,"10,52M","2,67%"
2013-09-05,52352,51715,52498,51256,"6,19M","1,23%"
2013-09-04,51716,51621,51830,51108,"5,04M","0,18%"
2013-09-03,51626,51833,52289,51422,"6,89M","-0,40%"
2013-09-02,51835,50012,51976,50012,"9,67M","3,65%"
2013-08-30,50012,49932,50480,49649,"14,23M","0,18%"
2013-08-29,49922,49867,50558,49845,"7,99M","0,11%"
2013-08-28,49867,50092,50591,49530,"8,50M","-0,45%"
2013-08-27,50092,51425,51425,50018,"5,72M","-2,60%"
2013-08-26,51429,52200,52398,51429,"4,28M","-1,47%"
2013-08-23,52197,51401,52197,51166,"5,89M","1,56%"
2013-08-22,51398,50408,51458,50408,"5,57M","1,97%"
2013-08-21,50405,50501,51171,50055,"5,99M","-0,20%"
2013-08-20,50507,51561,51561,50499,"5,83M","-2,07%"
2013-08-19,51574,51540,52089,51115,"6,39M","0,07%"
2013-08-16,51539,50906,51555,50800,"7,40M","1,24%"
2013-08-15,50908,50880,51453,50050,"8,36M","0,02%"
2013-08-14,50896,50594,51364,50414,"11,27M","0,58%"
2013-08-13,50601,50299,50734,50040,"6,51M","0,60%"
2013-08-12,50299,49878,51380,49878,"7,04M","0,85%"
2013-08-09,49875,48949,50001,48836,"6,32M","1,93%"
2013-08-08,48929,47453,49230,47453,"5,22M","3,12%"
2013-08-07,47447,47422,47665,47164,"4,46M","0,05%"
2013-08-06,47422,48436,48522,47225,"5,27M","-2,09%"
2013-08-05,48436,48477,48707,48264,"3,74M","-0,08%"
2013-08-02,48474,49141,49550,48448,"4,49M","-1,36%"
2013-08-01,49141,48235,49281,48235,"4,69M","1,88%"
2013-07-31,48234,48558,48824,48140,"4,94M","-0,67%"
2013-07-30,48562,49220,49669,48560,"5,51M","-1,32%"
2013-07-29,49212,49414,49461,48975,"3,29M","-0,42%"
2013-07-26,49422,49068,49422,48633,"4,00M","0,72%"
2013-07-25,49067,48372,49123,48007,"4,94M","1,43%"
2013-07-24,48374,48816,48888,47999,"5,01M","-0,91%"
2013-07-23,48820,48579,49379,48579,"4,58M","0,51%"
2013-07-22,48574,47407,48879,47407,"4,13M","2,48%"
2013-07-19,47400,47650,47650,47163,"3,47M","-0,54%"
2013-07-18,47657,47404,48057,47093,"4,29M","0,53%"
2013-07-17,47407,46869,47710,46869,"5,18M","1,15%"
2013-07-16,46869,46749,47330,46417,"4,78M","0,28%"
2013-07-15,46739,45533,46840,45533,"4,84M","2,65%"
2013-07-12,45533,46624,46624,45529,"5,36M","-2,34%"
2013-07-11,46626,45494,46719,45494,"5,59M","2,51%"
2013-07-10,45483,45142,45955,45142,"4,87M","0,90%"
2013-07-08,45076,45211,45740,44839,"4,66M","-0,30%"
2013-07-05,45210,45757,45757,44107,"6,99M","-1,21%"
2013-07-04,45763,45046,46097,45046,"5,10M","1,60%"
2013-07-03,45044,45227,45827,44552,"7,00M","-0,41%"
2013-07-02,45229,47222,47222,44819,"8,12M","-4,24%"
2013-07-01,47230,47458,47674,46676,"6,66M","-0,48%"
2013-06-28,47457,47609,47639,47059,"5,75M","-0,32%"
2013-06-27,47609,47135,48053,47135,"5,57M","0,93%"
2013-06-26,47172,46903,47725,46903,"5,64M","0,59%"
2013-06-25,46893,45967,47119,45967,"4,77M","2,02%"
2013-06-24,45965,47039,47039,45406,"6,30M","-2,32%"
2013-06-21,47056,48209,48209,46918,"6,42M","-2,40%"
2013-06-20,48214,47884,48214,45930,"8,79M","0,67%"
2013-06-19,47893,49457,49698,47838,"6,58M","-3,18%"
2013-06-18,49465,49089,49550,48414,"5,98M","0,77%"
2013-06-17,49089,49337,50123,49074,"5,32M","-0,49%"
2013-06-14,49332,50415,50656,49330,"5,83M","-2,15%"
2013-06-13,50415,49758,50444,48968,"6,23M","2,51%"
2013-06-12,49181,49777,50380,48746,"7,78M","-1,18%"
2013-06-11,49770,51314,51314,49709,"5,56M","-3,01%"
2013-06-10,51317,51619,51836,51160,"4,69M","-0,59%"
2013-06-07,51619,52877,52877,51428,"5,64M","-2,39%"
2013-06-06,52885,52813,52937,52244,"4,09M","0,16%"
2013-06-05,52799,54019,54207,52774,"4,63M","-2,26%"
2013-06-04,54018,53944,54289,53498,"4,31M","0,14%"
2013-06-03,53944,53512,53993,53143,"4,34M","0,82%"
2013-05-31,53506,54633,54776,52942,"8,79M","-2,07%"
2013-05-29,54635,56032,56032,54635,"5,00M","-2,50%"
2013-05-28,56036,56399,56979,56009,"4,18M","-0,64%"
2013-05-27,56396,56415,56562,56353,"2,05M","-0,02%"
2013-05-24,56406,56350,56506,55901,"4,85M","0,10%"
2013-05-23,56350,56423,56423,55379,"4,07M","-0,14%"
2013-05-22,56429,56269,57099,56037,"4,87M","0,29%"
2013-05-21,56265,55699,56265,55379,"3,90M","1,01%"
2013-05-20,55701,55162,55705,54630,"4,16M","0,97%"
2013-05-17,55164,54780,55489,54780,"4,07M","0,72%"
2013-05-16,54773,54943,55539,54592,"5,08M","-0,30%"
2013-05-15,54936,54668,55216,54488,"4,90M","0,49%"
2013-05-14,54667,54442,55030,54327,"5,09M","0,40%"
2013-05-13,54448,55106,55106,54389,"3,96M","-1,20%"
2013-05-10,55108,55446,55446,54832,"5,32M","-0,61%"
2013-05-09,55448,55805,56072,54905,"4,80M","-0,64%"
2013-05-08,55805,56281,56814,55805,"6,52M","-0,83%"
2013-05-07,56275,55429,56450,55207,"6,24M","1,52%"
2013-05-06,55430,55488,55542,54652,"6,45M","-0,10%"
2013-05-03,55488,55330,56366,55330,"8,86M","0,30%"
2013-05-02,55322,55919,55919,55104,"5,44M","-1,05%"
2013-04-30,55910,54888,55910,54585,"7,14M","1,86%"
2013-04-29,54887,54254,55336,54254,"5,93M","1,17%"
2013-04-26,54252,54963,55034,54147,"4,66M","-1,29%"
2013-04-25,54963,54989,55544,54792,"4,35M","-0,04%"
2013-04-24,54984,54875,55546,54723,"3,95M","0,18%"
2013-04-23,54885,54301,55282,54165,"5,37M","1,08%"
2013-04-22,54298,53927,54298,53420,"4,17M","0,68%"
2013-04-19,53929,53169,54018,53169,"3,73M","1,44%"
2013-04-18,53166,52887,53474,52392,"4,55M","0,54%"
2013-04-17,52882,53984,53984,52540,"7,41M","-2,05%"
2013-04-16,53991,52953,54095,52953,"4,35M","1,97%"
2013-04-15,52950,54952,54952,52950,"4,71M","-3,66%"
2013-04-12,54963,55398,55531,54458,"4,81M","-0,79%"
2013-04-11,55401,56190,56284,55174,"3,84M","-1,40%"
2013-04-10,56187,55913,56976,55913,"5,39M","0,49%"
2013-04-09,55912,55101,56305,55101,"5,19M","1,49%"
2013-04-08,55092,55049,55136,54333,"5,50M","0,08%"
2013-04-05,55051,54646,55227,53794,"5,97M","0,74%"
2013-04-04,54648,55563,55579,54432,"4,57M","-1,65%"
2013-04-03,55563,54888,55574,54740,"4,48M","1,23%"
2013-04-02,54889,55901,56257,54809,"3,59M","-1,81%"
2013-04-01,55902,56348,56348,55897,"2,76M","-0,80%"
2013-03-28,56352,56035,56374,55874,"4,37M","0,57%"
2013-03-27,56034,55677,56178,55130,"4,05M","0,65%"
2013-03-26,55671,54879,55763,54879,"3,76M","1,45%"
2013-03-25,54873,55250,55450,54648,"3,85M","-0,67%"
2013-03-22,55243,55577,55893,55098,"3,74M","-0,60%"
2013-03-21,55577,56025,56044,55382,"4,37M","-0,81%"
2013-03-20,56030,56361,56396,55831,"4,18M","-0,59%"
2013-03-19,56361,56973,57038,56100,"3,83M","-1,07%"
2013-03-18,56973,56869,57152,56139,"3,74M","0,18%"
2013-03-15,56869,57275,57532,56805,"5,18M","-0,72%"
2013-03-14,57281,57386,57850,56722,"4,58M","-0,18%"
2013-03-13,57386,58204,58411,57286,"4,54M","-1,41%"
2013-03-12,58209,58542,58709,58113,"3,81M","-0,57%"
2013-03-11,58545,58440,58547,57800,"4,13M","0,19%"
2013-03-08,58433,58842,59031,58129,"4,13M","-0,70%"
2013-03-07,58847,57940,59472,57940,"6,34M","1,56%"
2013-03-06,57940,55953,58150,55953,"5,81M","3,56%"
2013-03-05,55951,56508,57227,55951,"4,26M","-0,97%"
2013-03-04,56499,56878,56878,56067,"4,03M","-0,68%"
2013-03-01,56884,57422,57422,56526,"3,89M","-0,94%"
2013-02-28,57424,57273,57798,56925,"4,44M","0,26%"
2013-02-27,57274,56948,57402,56685,"5,03M","0,57%"
2013-02-26,56949,56616,57007,56047,"4,51M","0,59%"
2013-02-25,56618,56698,57157,56419,"3,97M","-0,14%"
2013-02-22,56697,56159,56742,56107,"5,11M","0,97%"
2013-02-21,56155,56153,56227,55430,"4,92M","-0,04%"
2013-02-20,56178,57312,57569,56034,"4,95M","-1,98%"
2013-02-19,57314,57619,58061,57234,"3,92M","-0,52%"
2013-02-18,57614,57906,57929,57420,"2,70M","-0,50%"
2013-02-15,57903,58076,58352,57802,"3,44M","-0,30%"
2013-02-14,58077,58406,58406,57751,"2,39M","-0,56%"
2013-02-13,58406,58495,58754,58252,"2,80M","-0,16%"
2013-02-08,58498,58374,58638,58025,"3,15M","0,21%"
2013-02-07,58372,58936,59435,58116,"4,07M","-0,98%"
2013-02-06,58951,59442,59582,58588,"4,41M","-0,83%"
2013-02-05,59445,59576,59974,59132,"4,43M","-0,22%"
2013-02-04,59576,60350,60350,59256,"3,35M","-1,28%"
2013-02-01,60351,59764,60496,59742,"3,41M","0,99%"
2013-01-31,59761,59344,59771,59114,"4,75M","0,72%"
2013-01-30,59337,60405,60405,59305,"4,66M","-1,77%"
2013-01-29,60406,60027,60428,59758,"3,19M","0,63%"
2013-01-28,60027,61178,61313,59921,"3,43M","-1,87%"
2013-01-24,61170,61966,62249,60838,"3,61M","-1,29%"
2013-01-23,61966,61692,61969,61543,"3,21M","0,44%"
2013-01-22,61692,61904,61995,61534,"3,47M","-0,34%"
2013-01-21,61900,61962,62052,61804,"2,14M","-0,09%"
2013-01-18,61956,62197,62395,61822,"3,50M","-0,38%"
2013-01-17,62194,61806,62309,61683,"3,38M","0,66%"
2013-01-16,61787,61726,61787,61241,"2,79M","0,10%"
2013-01-15,61728,62079,62151,61695,"3,82M","-0,57%"
2013-01-14,62081,61511,62285,61511,"3,48M","0,95%"
2013-01-11,61497,61662,61683,61198,"3,16M","-0,29%"
2013-01-10,61678,61578,61947,61156,"4,10M","0,16%"
2013-01-09,61579,61129,61812,61103,"3,24M","0,74%"
2013-01-08,61128,61933,62265,61081,"3,84M","-1,30%"
2013-01-07,61933,62523,62699,61639,"3,99M","-0,94%"
2013-01-04,62523,63314,63314,62415,"6,23M","-1,25%"
2013-01-03,63312,62555,63473,62341,"3,36M","1,22%"
2013-01-02,62550,60990,62887,60990,"3,74M","2,62%"
2012-12-28,60952,60416,61066,60416,"2,63M","0,89%"
2012-12-27,60416,60964,61191,60233,"2,85M","-0,89%"
2012-12-26,60960,61003,61322,60861,"2,60M","-0,08%"
2012-12-21,61007,61271,61271,60221,"3,16M","-0,44%"
2012-12-20,61276,60992,61276,60622,"3,08M","0,46%"
2012-12-19,60998,60461,61212,60396,"4,43M","0,89%"
2012-12-18,60461,59568,60539,59565,"4,36M","1,50%"
2012-12-17,59567,59604,59914,59323,"3,11M","-0,06%"
2012-12-14,59605,59320,59824,59273,"3,41M","0,49%"
2012-12-13,59317,59459,59969,59154,"3,57M","-0,26%"
2012-12-12,59474,59626,59859,59291,"4,75M","-0,25%"
2012-12-11,59623,59257,59747,58951,"3,99M","0,63%"
2012-12-10,59248,58468,59248,58091,"3,06M","1,30%"
2012-12-07,58487,57656,58594,57636,"3,04M","1,44%"
2012-12-06,57656,57685,57860,57129,"3,20M","-0,04%"
2012-12-05,57679,57597,58127,57231,"3,58M","0,20%"
2012-12-04,57563,58212,58520,57547,"3,94M","-1,10%"
2012-12-03,58202,57479,58332,57479,"3,49M","1,27%"
2012-11-30,57475,57845,58031,56704,"5,05M","-0,65%"
2012-11-29,57853,56562,57853,56562,"3,40M","2,32%"
2012-11-28,56539,56206,56591,55686,"3,47M","0,52%"
2012-11-27,56248,56737,57420,56248,"3,55M","-0,86%"
2012-11-26,56737,57571,57572,56502,"2,75M","-1,45%"
2012-11-23,57574,56439,57574,56248,"3,18M","2,01%"
2012-11-22,56437,56245,56643,56242,"2,15M","0,35%"
2012-11-21,56242,56453,56789,55946,"3,59M","-0,37%"
2012-11-19,56451,55387,56666,55387,"2,78M","1,89%"
2012-11-16,55402,56277,56277,55126,"3,47M","-1,56%"
2012-11-14,56279,57472,57472,56038,"3,61M","-2,10%"
2012-11-13,57486,57049,57529,56593,"3,36M","0,74%"
2012-11-12,57064,57358,57712,56988,"2,07M","-0,51%"
2012-11-09,57358,57517,58109,56862,"4,25M","-0,29%"
2012-11-08,57524,58523,59008,57420,"3,20M","-1,70%"
2012-11-07,58517,59460,59460,58274,"3,08M","-1,58%"
2012-11-06,59459,58220,59561,58174,"3,47M","2,15%"
2012-11-05,58210,58374,58374,57551,"2,62M","-0,30%"
2012-11-01,58383,57065,58383,56960,"2,98M","2,30%"
2012-10-31,57068,57682,57935,56929,"2,79M","-1,07%"
2012-10-30,57684,57178,57764,57178,"1,61M","0,89%"
2012-10-29,57177,57267,57267,56581,"1,71M","-0,17%"
2012-10-26,57277,57833,57833,57061,"3,00M","-0,97%"
2012-10-25,57837,57161,58274,57161,"3,15M","1,18%"
2012-10-24,57161,57686,57986,57159,"2,93M","-0,92%"
2012-10-23,57690,58679,58679,57388,"3,40M","-1,72%"
2012-10-22,58700,58925,59205,58541,"2,80M","-0,38%"
2012-10-19,58922,59701,59846,58782,"3,00M","-1,36%"
2012-10-18,59734,60087,60087,59322,"3,32M","-0,59%"
2012-10-17,60087,59742,60398,59683,"4,21M","0,57%"
2012-10-16,59744,59602,60412,59484,"3,25M","0,24%"
2012-10-15,59602,59164,59758,58790,"3,12M","0,74%"
2012-10-11,59162,58460,59360,58460,"2,82M","1,21%"
2012-10-10,58456,58944,59320,58341,"2,78M","-0,82%"
2012-10-09,58939,59319,59697,58616,"3,15M","-0,64%"
2012-10-08,59317,58572,59318,58170,"2,60M","1,27%"
2012-10-05,58572,58460,59441,58414,"3,24M","0,19%"
2012-10-04,58458,58627,59002,58105,"3,37M","-0,29%"
2012-10-03,58627,59222,59483,58542,"3,20M","-1,00%"
2012-10-02,59222,59575,60091,59028,"3,20M","-0,59%"
2012-10-01,59571,59171,60216,59171,"2,76M","0,67%"
2012-09-28,59176,60240,60240,58864,"3,69M","-1,77%"
2012-09-27,60240,60483,60889,59876,"3,81M","-0,39%"
2012-09-26,60478,60506,60506,59725,"3,14M","-0,04%"
2012-09-25,60501,61913,61947,60357,"3,87M","-2,28%"
2012-09-24,61910,61319,61932,61075,"3,33M","0,96%"
2012-09-21,61320,61695,62223,61300,"2,99M","-0,60%"
2012-09-20,61688,61652,61908,60961,"2,92M","0,06%"
2012-09-19,61652,61806,62514,61519,"3,39M","-0,25%"
2012-09-18,61804,61806,62132,61447,"3,20M","0,00%"
2012-09-17,61806,62106,62692,61552,"3,90M","-0,48%"
2012-09-14,62105,61955,63428,61823,"5,82M","0,24%"
2012-09-13,61958,59921,62117,59629,"5,97M","3,40%"
2012-09-12,59922,59429,60136,59205,"4,85M","0,84%"
2012-09-11,59423,58405,59515,58404,"3,85M","1,74%"
2012-09-10,58404,58325,59421,58325,"3,51M","0,14%"
2012-09-06,58321,56868,58328,56868,"3,62M","2,56%"
2012-09-05,56864,56236,56904,56236,"3,31M","1,12%"
2012-09-04,56234,57272,57272,56203,"3,24M","-1,83%"
2012-09-03,57281,57065,57457,56954,"2,32M","0,39%"
2012-08-31,57061,57257,57835,56719,"5,75M","-0,34%"
2012-08-30,57256,57366,57508,56901,"3,13M","-0,20%"
2012-08-29,57369,58414,58553,57061,"4,11M","-1,78%"
2012-08-28,58406,58109,58745,57976,"2,73M","0,51%"
2012-08-27,58111,58424,58462,57853,"2,34M","-0,54%"
2012-08-24,58426,58511,58750,57833,"3,21M","-0,15%"
2012-08-23,58512,59382,59382,58145,"3,34M","-1,46%"
2012-08-22,59381,58918,59585,58443,"3,71M","0,79%"
2012-08-21,58918,59298,60209,58684,"3,93M","-0,62%"
2012-08-20,59283,59083,59462,58629,"3,00M","0,34%"
2012-08-17,59082,59443,59822,58944,"2,95M","-0,61%"
2012-08-16,59446,58190,59544,58190,"3,48M","2,16%"
2012-08-15,58189,58083,58375,57630,"4,58M","0,18%"
2012-08-14,58083,59123,59605,57904,"3,53M","-1,76%"
2012-08-13,59123,59281,59543,58601,"2,54M","-0,27%"
2012-08-10,59281,58774,59365,58128,"3,08M","0,82%"
2012-08-09,58797,58950,59202,58115,"2,86M","-0,26%"
2012-08-08,58951,57723,58964,57603,"3,23M","2,12%"
2012-08-07,57726,58343,59316,57679,"3,45M","-1,06%"
2012-08-06,58345,57255,58996,56893,"3,61M","1,90%"
2012-08-03,57255,55524,57399,55524,"3,58M","3,12%"
2012-08-02,55520,56289,56289,55239,"2,84M","-1,37%"
2012-08-01,56292,56091,56735,55425,"1,32M","0,35%"
2012-07-31,56097,57243,57466,56097,"692,08K","-2,00%"
2012-07-30,57241,56551,57241,56090,"2,97M","1,22%"
2012-07-27,56553,54024,57046,54024,"4,67M","4,72%"
2012-07-26,54003,52638,54126,52638,"3,02M","2,65%"
2012-07-25,52608,52658,53233,52346,"2,22M","-0,06%"
2012-07-24,52639,53038,53416,52399,"2,76M","-0,75%"
2012-07-23,53034,54183,54183,52213,"2,81M","-2,14%"
2012-07-20,54195,55337,55337,54138,"2,86M","-2,08%"
2012-07-19,55347,54588,55491,54588,"2,88M","1,40%"
2012-07-18,54583,53909,54588,53551,"2,30M","1,25%"
2012-07-17,53909,53403,54037,53119,"2,52M","0,95%"
2012-07-16,53402,54316,54418,53216,"2,82M","-1,71%"
2012-07-13,54331,53422,54428,53420,"2,78M","1,70%"
2012-07-12,53421,53564,53616,52489,"3,05M","-0,28%"
2012-07-11,53569,53708,54135,53233,"2,97M","-0,25%"
2012-07-10,53706,55392,55588,53668,"3,47M","-3,05%"
2012-07-06,55394,56376,56376,54967,"2,70M","-1,75%"
2012-07-05,56379,56083,56943,55828,"3,13M","0,54%"
2012-07-04,56077,55780,56322,55485,"1,72M","0,53%"
2012-07-03,55780,54704,56228,54704,"4,06M","1,99%"
2012-07-02,54693,54355,54754,53961,"2,87M","0,62%"
2012-06-29,54355,52656,54355,52656,"3,74M","3,23%"
2012-06-28,52652,53107,53306,52271,"3,53M","-0,86%"
2012-06-27,53109,53837,54006,53084,"3,83M","-1,35%"
2012-06-26,53837,53806,54193,53398,"2,71M","0,06%"
2012-06-25,53805,55406,55406,53694,"2,16M","-2,95%"
2012-06-22,55440,55518,56019,55083,"2,48M","-0,12%"
2012-06-21,55505,57162,57218,55505,"2,60M","-2,91%"
2012-06-20,57167,57196,57611,56529,"3,20M","-0,05%"
2012-06-19,57195,56210,57567,56210,"3,66M","1,78%"
2012-06-18,56195,56066,56579,55486,"2,96M","0,16%"
2012-06-15,56105,55349,56105,55203,"3,90M","1,36%"
2012-06-14,55352,55641,55769,54952,"3,30M","-0,54%"
2012-06-13,55651,55041,55989,54523,"4,19M","1,09%"
2012-06-12,55049,54001,55049,53906,"3,89M","1,94%"
2012-06-11,54001,54434,55401,53905,"2,74M","-0,79%"
2012-06-08,54430,54150,54432,53685,"2,63M","0,51%"
2012-06-06,54156,52486,54195,52486,"3,54M","3,19%"
2012-06-05,52481,53413,53917,52481,"2,53M","-1,75%"
2012-06-04,53417,53408,53960,53367,"2,36M","0,03%"
2012-06-01,53403,54488,54488,53087,"2,99M","-2,00%"
2012-05-31,54490,53805,54509,53090,"4,83M","1,29%"
2012-05-30,53798,54632,54632,53382,"3,30M","-1,53%"
2012-05-29,54633,55214,55763,54554,"3,05M","-1,05%"
2012-05-28,55213,54467,55609,54467,"1,86M","1,38%"
2012-05-25,54463,54062,54970,53847,"2,99M","0,74%"
2012-05-24,54063,54620,54820,53176,"4,01M","-1,02%"
2012-05-23,54619,55039,55052,53028,"4,33M","-0,76%"
2012-05-22,55039,56586,56586,54886,"3,67M","-2,74%"
2012-05-21,56590,54516,56678,54516,"3,57M","3,81%"
2012-05-18,54513,54032,54914,53856,"4,31M","0,88%"
2012-05-17,54038,55886,56296,54038,"3,71M","-3,31%"
2012-05-16,55888,56245,57693,55415,"4,33M","-0,62%"
2012-05-15,56238,57540,58024,56145,"4,19M","-2,26%"
2012-05-14,57540,59443,59443,57539,"3,05M","-3,21%"
2012-05-11,59445,59703,60340,59138,"2,53M","-0,43%"
2012-05-10,59702,59796,60752,59637,"2,70M","-0,14%"
2012-05-09,59786,60346,60346,59199,"3,26M","-0,96%"
