Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
2019-01-24,97677,96558,97677,96558,"5,17M","1,16%"
2019-01-23,96558,95116,96576,95116,"5,20M","1,53%"
2019-01-22,95103,96008,96070,94662,"4,39M","-0,94%"
2019-01-21,96010,96093,96093,94863,"2,80M","-0,09%"
2019-01-18,96097,95386,96396,95386,"5,04M","0,78%"
2019-01-17,95351,94393,95682,93950,"5,10M","1,01%"
2019-01-16,94393,94057,94393,93687,"4,39M","0,36%"
2019-01-15,94056,94474,94695,93402,"5,01M","-0,44%"
2019-01-14,94474,93645,94474,93335,"4,63M","0,87%"
2019-01-11,93658,93806,93961,93359,"5,50M","-0,16%"
2019-01-10,93806,93599,93987,93050,"4,99M","0,21%"
2019-01-09,93613,92033,93626,92028,"5,17M","1,72%"
2019-01-08,92032,91699,92231,91064,"4,64M","0,36%"
2019-01-07,91699,91845,92552,91288,"4,71M","-0,15%"
2019-01-04,91841,91577,92701,90824,"5,49M","0,30%"
2019-01-03,91564,91011,91596,89922,"6,25M","0,61%"
2019-01-02,91012,87887,91479,87536,"5,79M","3,56%"
2018-12-28,87887,85469,88044,85469,"3,76M","2,84%"
2018-12-27,85460,85141,85739,84876,"3,94M","0,38%"
2018-12-26,85136,85684,85684,83892,"3,46M","-0,65%"
2018-12-21,85697,85269,86554,85134,"6,26M","0,50%"
2018-12-20,85269,85678,86584,84756,"6,29M","-0,47%"
2018-12-19,85674,86617,88101,85674,"5,84M","-1,08%"
2018-12-18,86610,86400,87274,86400,"4,22M","0,24%"
2018-12-17,86400,87448,87820,86328,"3,97M","-1,20%"
2018-12-14,87450,87838,88184,87106,"3,66M","-0,44%"
2018-12-13,87838,86979,87842,86856,"3,77M","0,99%"
2018-12-12,86977,86420,87946,86420,"5,16M","0,65%"
2018-12-11,86420,85918,87520,85583,"4,53M","0,59%"
2018-12-10,85915,88115,88384,85915,"4,21M","-2,50%"
2018-12-07,88115,88849,89986,87907,"4,62M","-0,82%"
2018-12-06,88846,88933,88933,87025,"4,51M","-0,22%"
2018-12-05,89040,88644,89111,88449,"2,88M","0,47%"
2018-12-04,88624,89820,90452,88041,"5,03M","-1,33%"
2018-12-03,89820,89511,91242,89429,"6,12M","0,35%"
2018-11-30,89504,89709,90246,89258,"6,95M","-0,23%"
2018-11-29,89710,89249,89910,88475,"4,39M","0,51%"
2018-11-28,89251,87891,89483,87153,"5,46M","1,55%"
2018-11-27,87891,85547,88018,85377,"5,12M","2,74%"
2018-11-26,85547,86237,87147,84905,"4,70M","-0,79%"
2018-11-23,86230,87479,87479,85763,"4,28M","-1,43%"
2018-11-22,87477,87269,87656,87222,"2,31M","0,24%"
2018-11-21,87269,87896,87896,86254,"4,27M","-0,72%"
2018-11-19,87901,88472,88484,87047,"3,75M","-0,69%"
2018-11-16,88515,85975,88516,85975,"5,34M","2,96%"
2018-11-14,85973,84898,85973,84267,"5,76M","1,25%"
2018-11-13,84914,85531,85941,84071,"4,55M","-0,71%"
2018-11-12,85525,85644,86227,85009,"3,64M","-0,14%"
2018-11-09,85641,85620,86233,84030,"4,96M","0,02%"
2018-11-08,85620,87719,88570,85620,"5,46M","-2,39%"
2018-11-07,87714,88676,89565,87541,"4,51M","-1,08%"
2018-11-06,88669,89587,89587,88066,"4,50M","-1,04%"
2018-11-05,89598,88418,89598,88347,"4,76M","1,33%"
2018-11-01,88419,87428,89017,87094,"6,06M","1,14%"
2018-10-31,87424,86889,88028,86213,"6,07M","0,62%"
2018-10-30,86886,83802,86990,83802,"6,76M","3,69%"
2018-10-29,83797,85728,88377,82783,"7,97M","-2,24%"
2018-10-26,85720,84084,85720,83497,"6,67M","1,95%"
2018-10-25,84084,83124,84831,83124,"5,53M","1,23%"
2018-10-24,83064,85302,85786,83035,"4,82M","-2,62%"
2018-10-23,85300,85595,85595,84032,"4,52M","-0,35%"
2018-10-22,85597,84222,85772,84222,"3,99M","1,63%"
2018-10-19,84220,83845,84954,83667,"3,87M","0,44%"
2018-10-18,83847,85760,85760,83846,"4,21M","-2,24%"
2018-10-17,85764,85714,86167,84944,"5,01M","0,05%"
2018-10-16,85718,83420,85718,83420,"4,96M","2,83%"
2018-10-15,83360,82922,84278,82922,"4,93M","0,53%"
2018-10-11,82921,83700,84749,82607,"5,35M","-0,91%"
2018-10-10,83679,86084,86085,83679,"5,38M","-2,80%"
2018-10-09,86088,86053,86573,85433,"6,66M","0,00%"
2018-10-08,86084,82324,87333,82324,"10,31M","4,57%"
2018-10-05,82322,82972,83805,82030,"5,56M","-0,76%"
2018-10-04,82953,83275,83430,81892,"5,09M","-0,38%"
2018-10-03,83273,81624,85442,81623,"7,85M","2,04%"
2018-10-02,81612,78625,81778,78625,"6,13M","3,80%"
2018-10-01,78624,79350,79557,78091,"3,23M","-0,91%"
2018-09-28,79342,80000,80000,78967,"4,19M","-0,82%"
2018-09-27,80000,78676,80107,78676,"4,61M","1,71%"
2018-09-26,78656,78634,79461,78530,"3,85M","0,03%"
2018-09-25,78630,77980,78688,77005,"3,81M","0,83%"
2018-09-24,77984,79447,79447,77857,"2,91M","-1,84%"
2018-09-21,79444,78116,80002,78116,"4,81M","1,70%"
2018-09-20,78116,78169,78944,77820,"3,23M","-0,07%"
2018-09-19,78169,78268,79021,77624,"3,90M","-0,19%"
2018-09-18,78314,76781,78454,76677,"4,30M","1,99%"
2018-09-17,76789,75428,76893,75227,"3,50M","1,80%"
2018-09-14,75429,74687,75705,74445,"3,33M","0,99%"
2018-09-13,74687,75126,75407,74501,"3,16M","-0,58%"
2018-09-12,75125,74680,75680,74499,"3,82M","0,63%"
2018-09-11,74657,76437,76437,74275,"3,51M","-2,33%"
2018-09-10,76436,76416,77293,76115,"3,20M","0,03%"
2018-09-06,76416,75098,76533,74986,"3,40M","1,76%"
2018-09-05,75092,74712,75370,74276,"2,92M","0,51%"
2018-09-04,74712,76192,76192,74605,"3,26M","-1,94%"
2018-09-03,76193,76675,76675,75729,"1,73M","-0,63%"
2018-08-31,76678,76386,77202,76026,"4,27M","0,36%"
2018-08-30,76404,78389,78389,76372,"1,73M","-2,53%"
2018-08-29,78389,77472,78783,77399,"3,22M","1,18%"
2018-08-28,77473,77928,78038,77149,"3,06M","-0,59%"
2018-08-27,77930,76264,78008,76264,"2,84M","2,19%"
2018-08-24,76262,75647,76629,75647,"3,26M","0,83%"
2018-08-23,75634,76898,77232,75466,"3,99M","-1,65%"
2018-08-22,76902,75171,76904,74876,"3,72M","2,29%"
2018-08-21,75180,76327,76340,74915,"4,20M","-1,50%"
2018-08-20,76328,76029,76497,75608,"3,69M","0,39%"
2018-08-17,76029,76817,76817,75633,"3,86M","-1,03%"
2018-08-16,76819,77085,77704,76381,"3,39M","-0,34%"
2018-08-15,77078,78614,78618,76829,"4,52M","-1,94%"
2018-08-14,78602,77499,78742,77499,"3,83M","1,43%"
2018-08-13,77496,76513,77689,75931,"4,08M","1,28%"
2018-08-10,76514,78766,78766,76043,"4,83M","-2,86%"
2018-08-09,78768,79171,79461,78156,"3,83M","-0,48%"
2018-08-08,79152,80347,80912,78966,"3,95M","-1,49%"
2018-08-07,80347,81093,81742,79923,"3,98M","-0,87%"
2018-08-06,81051,81445,81765,80965,"2,59M","-0,47%"
2018-08-03,81435,79656,81792,79656,"3,92M","2,26%"
2018-08-02,79637,79237,79896,78573,"3,10M","0,42%"
2018-08-01,79302,79213,79731,78769,"3,33M","0,10%"
2018-07-31,79220,80279,80279,79016,"3,46M","-1,31%"
2018-07-30,80276,79866,80492,79699,"2,71M","0,51%"
2018-07-27,79866,79405,80251,79405,"3,11M","0,58%"
2018-07-26,79405,80242,80589,79081,"3,71M","-1,01%"
2018-07-25,80218,79154,80437,79154,"3,58M","1,34%"
2018-07-24,79155,78005,79497,78005,"3,38M","1,49%"
2018-07-23,77996,78571,78639,77871,"2,52M","-0,73%"
2018-07-20,78571,77500,79489,77500,"4,89M","1,40%"
2018-07-19,77487,77360,77487,75890,"3,90M","0,16%"
2018-07-18,77363,78124,78496,77164,"3,50M","-0,98%"
2018-07-17,78130,76653,78522,76482,"4,00M","1,93%"
2018-07-16,76653,76587,76924,76129,"3,23M","0,08%"
2018-07-13,76594,75856,76682,75554,"3,42M","0,97%"
2018-07-12,75856,74403,75898,74403,"3,62M","1,96%"
2018-07-11,74399,74862,75025,74196,"3,88M","-0,62%"
2018-07-10,74862,75015,75895,74431,"4,02M","-0,20%"
2018-07-06,75010,74558,75065,74048,"2,73M","0,61%"
2018-07-05,74553,74751,75127,73756,"3,67M","-0,25%"
2018-07-04,74743,73667,74904,73450,"2,21M","1,46%"
2018-07-03,73668,72848,74515,72848,"3,35M","1,14%"
2018-07-02,72840,72763,72840,71935,"2,84M","0,11%"
2018-06-29,72763,71779,73020,71779,"4,00M","1,39%"
2018-06-28,71767,70609,72092,70439,"3,62M","1,64%"
2018-06-27,70609,71405,72032,70134,"3,70M","-1,11%"
2018-06-26,71405,70968,71622,70203,"3,61M","0,64%"
2018-06-25,70953,70642,71323,69779,"3,45M","0,44%"
2018-06-22,70641,70077,71058,69907,"3,15M","0,81%"
2018-06-21,70075,72117,72207,70019,"3,60M","-2,84%"
2018-06-20,72123,71397,72617,71155,"4,55M","1,02%"
2018-06-19,71394,69811,72010,69069,"5,35M","2,26%"
2018-06-18,69815,70757,70757,69360,"3,58M","-1,33%"
2018-06-15,70758,71421,71421,69583,"6,66M","-0,93%"
2018-06-14,71421,72151,72708,71344,"4,41M","-0,97%"
2018-06-13,72122,72757,72977,71035,"4,50M","-0,87%"
2018-06-12,72754,72308,73322,72124,"4,01M","0,62%"
2018-06-11,72308,72943,73716,71843,"3,67M","-0,87%"
2018-06-08,72942,73848,74031,71679,"6,14M","-1,23%"
2018-06-07,73851,76117,76117,71162,"8,17M","-2,98%"
2018-06-06,76117,76641,76967,75518,"5,02M","-0,68%"
2018-06-05,76642,78595,78892,76412,"4,64M","-2,49%"
2018-06-04,78596,77244,78637,77244,"4,15M","1,76%"
2018-06-01,77240,76779,78169,75524,"6,23M","0,63%"
2018-05-30,76754,76058,77097,75515,"7,67M","0,90%"
2018-05-29,76072,75361,77214,75361,"6,16M","0,95%"
2018-05-28,75356,78886,78886,75337,"4,31M","-4,49%"
2018-05-25,78898,80123,80629,78622,"4,81M","-1,53%"
2018-05-24,80122,80860,80860,79027,"6,37M","-0,92%"
2018-05-23,80867,82742,82742,80867,"4,00M","-2,26%"
2018-05-22,82739,81817,83396,81613,"4,93M","1,13%"
2018-05-21,81815,83095,83883,81576,"4,37M","-1,52%"
2018-05-18,83082,83614,83614,81391,"5,91M","-0,65%"
2018-05-17,83622,86537,86537,83377,"5,68M","-3,37%"
2018-05-16,86537,85122,86678,85044,"3,82M","1,65%"
2018-05-15,85130,85225,85231,83830,"4,54M","-0,12%"
2018-05-14,85232,85222,86105,84688,"4,21M","0,01%"
2018-05-11,85220,85861,86406,85183,"4,52M","-0,75%"
2018-05-10,85861,84284,86201,84284,"4,75M","1,89%"
2018-05-09,84265,82977,84447,82855,"4,84M","1,58%"
2018-05-08,82956,82715,83409,82201,"4,07M","0,29%"
2018-05-07,82714,83122,83643,82602,"2,93M","-0,49%"
2018-05-04,83118,83286,83671,82746,"3,58M","-0,20%"
2018-05-03,83288,84547,84562,83178,"4,10M","-1,49%"
2018-05-02,84547,86111,86111,84383,"3,84M","-1,82%"
2018-04-30,86116,86443,86739,85979,"2,25M","-0,38%"
2018-04-27,86445,86383,87179,86262,"3,14M","0,07%"
2018-04-26,86383,85051,86383,85051,"3,23M","1,57%"
2018-04-25,85044,85466,85466,84349,"3,32M","-0,50%"
2018-04-24,85469,85603,86578,85106,"2,93M","-0,16%"
2018-04-23,85603,85520,85746,84711,"2,50M","0,06%"
2018-04-20,85550,85823,85823,85025,"3,08M","-0,32%"
2018-04-19,85824,85775,86059,85197,"3,63M","0,06%"
2018-04-18,85776,84090,86149,84090,"4,33M","2,01%"
2018-04-17,84086,82862,84191,82810,"2,71M","1,48%"
2018-04-16,82862,84328,84591,82762,"3,00M","-1,75%"
2018-04-13,84334,85441,85441,84144,"3,61M","-1,30%"
2018-04-12,85444,85246,85577,85025,"2,92M","0,23%"
2018-04-11,85246,84494,85417,84340,"3,47M","0,87%"
2018-04-10,84510,83312,84538,83312,"3,63M","1,44%"
2018-04-09,83307,84832,85110,83155,"3,27M","-1,78%"
2018-04-06,84820,85210,85210,83833,"3,16M","-0,46%"
2018-04-05,85210,84374,86148,84374,"4,39M","1,01%"
2018-04-04,84360,84610,84610,82826,"3,04M","-0,31%"
2018-04-03,84623,84669,85411,84210,"2,66M","-0,05%"
2018-04-02,84666,85365,85675,84166,"2,68M","-0,82%"
2018-03-29,85366,83874,85708,83874,"3,25M","1,78%"
2018-03-28,83874,83806,83889,82889,"3,00M","0,08%"
2018-03-27,83808,85103,85296,83542,"3,04M","-1,50%"
2018-03-26,85088,84377,85553,84357,"2,43M","0,84%"
2018-03-23,84377,84766,85450,84042,"3,28M","-0,46%"
2018-03-22,84768,84984,85499,84197,"3,34M","-0,25%"
2018-03-21,84977,84166,85145,84080,"3,36M","0,97%"
2018-03-20,84164,83919,84412,83682,"2,76M","0,30%"
2018-03-19,83913,84886,84886,83678,"3,43M","-1,15%"
2018-03-16,84886,84928,85495,84525,"5,61M","-0,05%"
2018-03-15,84928,86051,86051,84720,"3,96M","-1,30%"
2018-03-14,86051,86383,86970,85691,"2,64M","-0,39%"
2018-03-13,86384,86902,87333,86119,"2,82M","-0,59%"
2018-03-12,86900,86386,87046,86386,"2,68M","0,61%"
2018-03-09,86371,84987,86389,84749,"3,59M","1,63%"
2018-03-08,84985,85510,85830,84491,"3,81M","-0,58%"
2018-03-07,85484,85653,85653,84397,"3,56M","-0,20%"
2018-03-06,85653,86023,86931,85653,"3,72M","-0,43%"
2018-03-05,86023,85761,86165,85053,"3,53M","0,30%"
2018-03-02,85761,85378,85761,83897,"4,00M","0,45%"
2018-03-01,85378,85337,86260,84640,"4,48M","0,03%"
2018-02-28,85354,86939,87109,85199,"6,13M","-1,82%"
2018-02-27,86935,87649,87839,86613,"3,64M","-0,82%"
2018-02-26,87653,87296,88318,87242,"4,17M","0,41%"
2018-02-23,87293,86690,87345,86138,"4,31M","0,70%"
2018-02-22,86686,86050,87159,86050,"3,65M","0,74%"
2018-02-21,86052,85804,87358,85804,"4,96M","0,29%"
2018-02-20,85804,84792,86290,84261,"4,20M","1,19%"
2018-02-19,84793,84525,84956,84525,"2,15M","0,32%"
2018-02-16,84525,84291,84575,83824,"3,58M","0,28%"
2018-02-15,84291,83551,84686,83551,"3,60M","0,90%"
2018-02-14,83543,80901,83782,80901,"4,03M","3,27%"
2018-02-09,80899,81532,81897,79690,"4,42M","-0,78%"
2018-02-08,81533,82773,83501,81109,"4,14M","-1,49%"
2018-02-07,82767,83894,84410,82548,"4,01M","-1,34%"
2018-02-06,83894,81857,84162,80804,"5,77M","2,48%"
2018-02-05,81861,84040,84311,81861,"3,35M","-2,59%"
2018-02-02,84041,85495,85495,83831,"3,48M","-1,70%"
2018-02-01,85495,84913,86028,84833,"4,21M","0,69%"
2018-01-31,84913,84485,86213,84484,"4,36M","0,51%"
2018-01-30,84482,84697,84697,83804,"3,68M","-0,25%"
2018-01-29,84698,85531,85531,84341,"4,01M","-0,97%"
2018-01-26,85531,83680,85531,83680,"5,58M","2,21%"
2018-01-24,83680,80679,83680,80679,"5,67M","3,72%"
2018-01-23,80678,81676,81676,80524,"3,83M","-1,22%"
2018-01-22,81675,81220,81675,80923,"2,78M","0,56%"
2018-01-19,81220,80965,81429,80854,"3,22M","0,32%"
2018-01-18,80963,81185,81367,80498,"3,54M","-0,28%"
2018-01-17,81189,79832,81189,79828,"3,44M","1,70%"
2018-01-16,79832,79751,80246,79668,"3,07M","0,10%"
2018-01-15,79752,79349,79847,79349,"2,00M","0,51%"
2018-01-12,79349,79365,79440,78861,"3,69M","-0,02%"
2018-01-11,79365,78201,79365,78201,"3,51M","1,49%"
2018-01-10,78201,78864,78864,78164,"2,85M","-0,84%"
2018-01-09,78864,79379,79415,78699,"3,57M","-0,65%"
2018-01-08,79379,79070,79395,78631,"2,63M","0,39%"
2018-01-05,79071,78644,79071,78218,"2,83M","0,54%"
2018-01-04,78647,77998,79135,77998,"3,59M","0,84%"
2018-01-03,77995,77889,78414,77602,"3,24M","0,13%"
2018-01-02,77891,76403,77909,76403,"2,97M","1,95%"
2017-12-28,76402,76077,76437,76077,"2,15M","0,43%"
2017-12-27,76073,75708,76293,75708,"1,85M","0,48%"
2017-12-26,75708,75187,75837,74924,"1,63M","0,69%"
2017-12-22,75187,75128,75227,74623,"1,97M","0,07%"
2017-12-21,75133,73367,75133,73265,"3,15M","2,41%"
2017-12-20,73367,72680,73492,72680,"2,29M","0,94%"
2017-12-19,72680,73122,73139,72347,"2,42M","-0,60%"
2017-12-18,73115,72621,73519,72621,"3,30M","0,70%"
2017-12-15,72608,72428,73069,72277,"4,80M","0,25%"
2017-12-14,72429,72913,72913,71969,"3,60M","-0,67%"
2017-12-13,72914,73827,74622,72569,"4,63M","-1,22%"
2017-12-12,73814,72800,73814,71798,"3,05M","1,39%"
2017-12-11,72800,72775,73361,72498,"2,53M","0,09%"
2017-12-08,72732,72489,73425,72489,"3,18M","0,34%"
2017-12-07,72487,73268,73268,71356,"3,36M","-1,07%"
2017-12-06,73268,72535,73418,71906,"3,20M","1,00%"
2017-12-05,72546,73090,74166,72319,"3,00M","-0,74%"
2017-12-04,73090,72266,73749,72266,"3,13M","1,14%"
2017-12-01,72264,71955,72472,71488,"3,10M","0,41%"
2017-11-30,71971,72700,72700,71215,"5,51M","-1,00%"
2017-11-29,72700,74146,74515,72700,"3,75M","-1,94%"
2017-11-28,74140,74060,74989,74056,"3,12M","0,11%"
2017-11-27,74059,74157,74157,73159,"2,90M","-0,13%"
2017-11-24,74157,74503,74542,74093,"2,59M","-0,44%"
2017-11-23,74487,74519,74578,73851,"1,60M","-0,04%"
2017-11-22,74519,74611,75019,74242,"3,52M","-0,10%"
2017-11-21,74595,73439,75073,73439,"3,65M","1,58%"
2017-11-17,73437,72512,73632,72390,"2,83M","1,28%"
2017-11-16,72512,70827,72896,70827,"3,44M","2,38%"
2017-11-14,70827,72442,72838,70825,"4,49M","-2,27%"
2017-11-13,72475,72167,72735,71776,"2,87M","0,43%"
2017-11-10,72166,72932,73019,71920,"3,24M","-1,05%"
2017-11-09,72931,74363,74363,72795,"3,41M","-1,93%"
2017-11-08,74363,72468,74481,72468,"3,51M","2,69%"
2017-11-07,72415,74306,74306,72386,"5,04M","-2,55%"
2017-11-06,74311,73911,74445,73830,"3,40M","0,53%"
2017-11-03,73915,73834,74254,73094,"4,52M","0,12%"
2017-11-01,73824,74310,75199,73823,"3,78M","-0,65%"
2017-10-31,74308,74798,75142,74145,"3,66M","-0,66%"
2017-10-30,74800,75973,75973,74305,"3,93M","-1,55%"
2017-10-27,75976,75898,76617,75601,"3,54M","0,10%"
2017-10-26,75896,76671,77061,75813,"2,99M","-1,01%"
2017-10-25,76671,76350,76883,75404,"3,05M","0,42%"
2017-10-24,76350,75426,76420,75426,"3,14M","1,24%"
2017-10-23,75413,76398,76498,75315,"2,71M","-1,28%"
2017-10-20,76391,76291,76971,76291,"2,73M","0,14%"
2017-10-19,76283,76591,76591,75366,"2,59M","-0,40%"
2017-10-18,76591,76211,76730,76012,"3,25M","0,51%"
2017-10-17,76201,76892,76892,76046,"2,86M","-0,90%"
2017-10-16,76892,76985,77382,76565,"3,17M","-0,13%"
2017-10-13,76990,76659,77319,76659,"3,30M","0,43%"
2017-10-11,76660,76910,76985,76323,"3,90M","-0,31%"
2017-10-10,76897,75745,76996,75745,"3,60M","1,55%"
2017-10-09,75727,76055,76067,75181,"2,41M","-0,43%"
2017-10-06,76055,76618,76618,75603,"3,09M","-0,73%"
2017-10-05,76618,76592,78024,76592,"4,24M","0,03%"
2017-10-04,76591,76763,77004,76422,"3,22M","-0,22%"
2017-10-03,76763,74363,76763,74363,"3,93M","3,23%"
2017-10-02,74360,74295,74506,73845,"2,59M","0,09%"
2017-09-29,74294,73571,74518,73571,"3,22M","0,99%"
2017-09-28,73567,73808,74011,73277,"3,18M","-0,31%"
2017-09-27,73797,74358,74744,73125,"3,91M","-0,70%"
2017-09-26,74319,74443,74971,74319,"3,68M","-0,17%"
2017-09-25,74443,75381,75470,74303,"3,48M","-1,26%"
2017-09-22,75390,75618,75734,75029,"2,89M","-0,28%"
2017-09-21,75604,76014,76251,75282,"3,33M","-0,53%"
2017-09-20,76004,75974,76420,75074,"4,01M","0,04%"
2017-09-19,75974,75990,76071,75300,"3,12M","-0,02%"
2017-09-18,75990,75758,76404,75621,"3,54M","0,31%"
2017-09-15,75757,74656,75820,74648,"4,97M","1,47%"
2017-09-14,74657,74787,74949,74397,"3,31M","-0,18%"
2017-09-13,74788,74543,75146,74196,"3,33M","0,33%"
2017-09-12,74539,74322,75332,74294,"3,70M","0,30%"
2017-09-11,74319,73096,74636,73096,"3,38M","1,70%"
2017-09-08,73079,73413,73646,72925,"3,21M","-0,45%"
2017-09-06,73412,72157,73608,72157,"4,37M","1,75%"
2017-09-05,72151,72134,73180,71827,"4,36M","0,03%"
2017-09-04,72129,71921,72141,71671,"2,06M","0,29%"
2017-09-01,71923,70848,72217,70846,"4,01M","1,54%"
2017-08-31,70835,70887,71234,70516,"4,38M","-0,07%"
2017-08-30,70886,71328,71454,70755,"2,75M","-0,62%"
2017-08-29,71330,71005,71330,70517,"2,35M","0,44%"
2017-08-28,71017,71074,71390,70909,"2,26M","-0,08%"
2017-08-25,71074,71138,71506,70801,"2,49M","-0,08%"
2017-08-24,71133,70482,71238,70482,"3,21M","0,93%"
2017-08-23,70478,70011,70587,69947,"3,45M","0,67%"
2017-08-22,70011,68645,70278,68645,"4,03M","2,01%"
2017-08-21,68635,68713,69068,68514,"2,72M","-0,12%"
2017-08-18,68715,67990,68808,67979,"3,57M","1,09%"
2017-08-17,67977,68596,68596,67866,"2,74M","-0,90%"
2017-08-16,68594,68356,68950,68304,"3,87M","0,35%"
2017-08-15,68355,68296,68846,68293,"2,84M","0,10%"
2017-08-14,68285,67364,68642,67226,"2,91M","1,37%"
2017-08-11,67359,66992,67623,66678,"2,98M","0,55%"
2017-08-10,66992,67671,67671,66650,"2,91M","-1,00%"
2017-08-09,67671,67894,67894,67290,"2,56M","-0,34%"
2017-08-08,67899,67936,68500,67671,"3,24M","-0,06%"
2017-08-07,67940,66898,68043,66887,"3,09M","1,56%"
2017-08-04,66898,66783,67104,66525,"2,44M","0,18%"
2017-08-03,66777,67136,67256,66705,"2,81M","-0,53%"
2017-08-02,67136,66504,67277,66305,"3,83M","0,93%"
2017-08-01,66516,65925,66606,65925,"2,85M","0,90%"
2017-07-31,65920,65503,66048,65503,"2,65M","0,65%"
2017-07-28,65497,65253,65497,64953,"2,85M","0,34%"
2017-07-27,65277,65013,65678,65013,"2,56M","0,41%"
2017-07-26,65010,65668,65873,64992,"3,03M","-1,00%"
2017-07-25,65668,65101,65749,65101,"2,82M","0,87%"
2017-07-24,65099,64694,65104,64678,"1,97M","0,64%"
2017-07-21,64684,64936,65150,64599,"2,21M","-0,39%"
2017-07-20,64938,65178,65504,64897,"2,34M","-0,37%"
2017-07-19,65180,65337,65604,64873,"2,70M","-0,24%"
2017-07-18,65337,65208,65337,64943,"2,28M","0,19%"
2017-07-17,65212,65431,65477,65119,"2,33M","-0,34%"
2017-07-14,65436,65178,65624,65178,"2,80M","0,40%"
2017-07-13,65178,64854,65302,64854,"3,22M","0,53%"
2017-07-12,64836,63840,64938,63827,"4,24M","1,57%"
2017-07-11,63832,63027,63891,62908,"2,65M","1,28%"
2017-07-10,63025,62322,63135,62322,"2,29M","1,13%"
2017-07-07,62322,62474,62926,62035,"2,98M","-0,24%"
2017-07-06,62470,63156,63188,62354,"3,13M","-1,08%"
2017-07-05,63154,63215,63485,62708,"3,27M","-0,12%"
2017-07-04,63232,63268,63346,63076,"980,07K","-0,08%"
2017-07-03,63280,62901,63338,62901,"2,15M","0,60%"
2017-06-30,62900,62238,63038,62238,"2,77M","1,06%"
2017-06-29,62239,62010,62499,61689,"3,01M","0,36%"
2017-06-28,62018,61684,62057,61433,"2,80M","0,56%"
2017-06-27,61675,62188,62424,61580,"3,38M","-0,82%"
2017-06-26,62188,61088,62251,61088,"2,68M","1,80%"
2017-06-23,61087,61272,61400,60992,"2,92M","-0,30%"
2017-06-22,61272,60762,61354,60758,"3,16M","0,84%"
2017-06-21,60762,60783,61188,60544,"3,38M","-0,01%"
2017-06-20,60766,62011,62011,60766,"4,08M","-2,01%"
2017-06-19,62014,61620,62272,61620,"2,84M","0,63%"
2017-06-16,61626,61911,61921,61269,"5,25M","-0,48%"
2017-06-14,61923,61831,62475,61508,"4,46M","0,15%"
2017-06-13,61829,61708,62012,61510,"2,55M","0,21%"
2017-06-12,61700,62219,62286,61279,"3,12M","-0,82%"
2017-06-09,62211,62755,63066,62095,"3,20M","-0,87%"
2017-06-08,62756,63171,63171,62376,"2,79M","-0,66%"
2017-06-07,63171,62955,63637,62912,"2,98M","0,34%"
2017-06-06,62955,62450,63302,62426,"3,09M","0,81%"
2017-06-05,62450,62503,62800,62010,"2,50M","-0,10%"
2017-06-02,62511,62289,62773,62161,"2,96M","0,36%"
2017-06-01,62289,62711,63293,62165,"3,47M","-0,67%"
2017-05-31,62711,63961,63984,62673,"4,68M","-1,96%"
2017-05-30,63962,63765,64107,63720,"2,30M","0,32%"
2017-05-29,63761,64055,64055,63531,"1,70M","-0,51%"
2017-05-26,64084,63228,64170,63228,"3,97M","1,36%"
2017-05-25,63227,63256,63991,62762,"4,12M","-0,05%"
2017-05-24,63257,62673,64016,62673,"4,31M","0,95%"
2017-05-23,62662,61670,62775,61670,"4,90M","1,60%"
2017-05-22,61673,62638,62638,60925,"6,00M","-1,54%"
2017-05-19,62639,61597,63488,61597,"6,31M","1,69%"
2017-05-18,61597,67536,67536,60315,"11,39M","-8,80%"
2017-05-17,67540,68674,68674,67163,"3,42M","-1,67%"
2017-05-16,68685,68473,68792,68124,"3,79M","0,31%"
2017-05-15,68474,68227,68593,68081,"3,39M","0,37%"
2017-05-12,68222,67536,68429,67536,"3,94M","1,01%"
2017-05-11,67538,67355,67709,67191,"2,96M","0,28%"
2017-05-10,67350,66284,67528,66284,"3,27M","1,62%"
2017-05-09,66278,65533,66536,65533,"2,76M","1,15%"
2017-05-08,65525,65705,66015,65295,"2,34M","-0,28%"
2017-05-05,65710,64869,65768,64863,"2,85M","1,31%"
2017-05-04,64863,66069,66099,64721,"3,90M","-1,86%"
2017-05-03,66094,66720,66758,65898,"3,55M","-0,94%"
2017-05-02,66722,65404,66851,65404,"3,61M","2,02%"
2017-04-28,65403,64679,65403,64592,"3,07M","1,12%"
2017-04-27,64677,64872,65327,64292,"3,21M","-0,29%"
2017-04-26,64861,65144,65436,64679,"3,32M","-0,44%"
2017-04-25,65147,64384,65147,63875,"3,13M","1,18%"
2017-04-24,64388,63761,64754,63761,"3,29M","0,99%"
2017-04-20,63761,63406,64163,63388,"2,99M","0,56%"
2017-04-19,63407,64165,64572,63219,"3,16M","-1,17%"
2017-04-18,64159,64336,64590,63717,"3,24M","-0,27%"
2017-04-17,64334,62828,64424,62828,"3,25M","2,40%"
2017-04-13,62826,63891,63992,62826,"3,31M","-1,67%"
2017-04-12,63892,64361,64456,63814,"4,39M","-0,73%"
2017-04-11,64360,64650,64872,63351,"3,28M","-0,45%"
2017-04-10,64650,64593,64928,64114,"3,08M","0,09%"
2017-04-07,64593,64202,65197,64016,"2,94M","0,58%"
2017-04-06,64223,64775,64921,63762,"2,96M","-0,85%"
2017-04-05,64775,65770,66211,64492,"3,07M","-1,51%"
