Data,Último,Abertura,Máxima,Mínima,Vol.,Amanhã,Target
2007-09-25,58858,58717,58862,57969,3460000,59715,1
2007-09-26,59715,58859,59825,58859,6100000,61052,1
2007-09-27,61052,59713,61052,59713,6390000,60465,0
2007-09-28,60465,61054,61054,60086,5430000,62340,1
2007-10-01,62340,60465,62355,60465,15390000,62017,0
2007-10-02,62017,62341,62356,61241,6100000,60099,0
2007-10-03,60099,62021,62021,60094,6850000,60407,1
2007-10-04,60407,60102,61080,59536,8710000,62319,1
2007-10-05,62319,60408,62704,60408,9080000,62661,1
2007-10-08,62661,62319,62725,61841,4080000,63549,1
2007-10-09,63549,62661,63658,62661,7510000,63197,0
2007-10-10,63197,63550,63565,62894,4720000,62456,0
2007-10-11,62456,63197,64169,61487,5270000,62969,1
2007-10-15,62969,62455,63841,62411,520870,61718,0
2007-10-16,61718,62965,62965,61565,4900000,63194,1
2007-10-17,63194,61720,63194,61460,7640000,63261,1
2007-10-18,63261,63192,63322,61943,4540000,60894,0
2007-10-19,60894,63270,63349,60883,5450000,61215,1
2007-10-22,61215,60884,61379,59473,4190000,62697,1
2007-10-23,62697,61214,62773,61214,7590000,62625,0
2007-10-24,62625,62693,62816,61448,7750000,62341,0
2007-10-25,62341,62628,63206,61968,6490000,64275,1
2007-10-26,64275,62346,64319,62346,6240000,65044,1
2007-10-29,65044,64275,65670,64275,7740000,64382,0
2007-10-30,64382,65044,65147,64263,7820000,65318,1
2007-10-31,65318,64385,65949,64385,4320000,64050,0
2007-11-01,64050,65316,65316,63774,6190000,62960,0
2007-11-05,62960,64049,64049,62720,9280000,64503,1
2007-11-06,64503,62967,64524,62967,4560000,63501,0
2007-11-07,63501,64503,64602,63223,112100,63562,1
2007-11-08,63562,63503,65283,63140,7200000,64321,1
2007-11-09,64321,63571,65281,62279,6870000,61527,0
2007-11-12,61527,64321,64321,61452,5390000,62927,1
2007-11-13,62927,61526,62933,61034,5980000,64631,1
2007-11-14,64631,62919,64896,62919,10890000,64608,0
2007-11-16,64608,64634,64802,63627,4450000,62336,0
2007-11-19,62336,64608,64608,62321,3820000,60582,0
2007-11-21,60582,62335,62335,59847,6540000,60653,1
2007-11-22,60653,60582,61102,60124,2220000,60971,1
2007-11-23,60971,60662,61334,60662,8920000,59069,0
2007-11-26,59069,60973,61560,59067,6200000,59432,1
2007-11-27,59432,59067,59971,58096,6150000,61715,1
2007-11-28,61715,59432,61858,59432,6120000,62156,1
2007-11-29,62156,61720,63190,61465,5980000,63006,1
2007-11-30,63006,62157,63701,62157,4850000,63200,1
2007-12-03,63200,63018,63682,62729,1710000,63482,1
2007-12-04,63482,63203,63722,62373,1950000,64928,1
2007-12-05,64928,63483,65203,63483,2590000,65791,1
2007-12-06,65791,64929,65791,64691,3110000,65639,0
2007-12-07,65639,65789,66529,65278,2290000,65446,0
2007-12-10,65446,65642,65874,65227,3680000,64512,0
2007-12-11,64512,65447,66451,64126,4640000,64742,1
2007-12-12,64742,64512,66171,64501,3120000,62861,0
2007-12-13,62861,64735,64735,62466,2940000,62445,0
2007-12-14,62445,62868,63455,62445,3050000,59828,0
2007-12-17,59828,62445,62445,59820,2240000,61096,1
2007-12-18,61096,59832,61421,59414,3620000,61722,1
2007-12-19,61722,61108,61734,60915,3740000,61716,0
2007-12-20,61716,61724,62467,61416,4800000,63098,1
2007-12-21,63098,61725,63398,61725,2450000,64288,1
2007-12-26,64288,63101,64304,63101,1820000,63774,0
2007-12-27,63774,64287,64584,63590,2040000,63886,1
2007-12-28,63886,63776,64123,63598,2590000,62815,0
2008-01-02,62815,63885,63906,62659,2980000,62892,1
2008-01-03,62892,62814,63129,62556,1900000,61037,0
2008-01-04,61037,62898,63436,60574,2610000,60772,0
2008-01-07,60772,61054,61505,60092,2220000,62081,1
2008-01-08,62081,60771,62650,60771,3310000,62674,1
2008-01-09,62674,62078,62674,61487,3480000,63515,1
2008-01-10,63515,62677,63615,62594,3230000,61942,0
2008-01-11,61942,63514,63514,61942,2920000,62188,1
2008-01-14,62188,61950,62536,61643,2830000,59907,0
2008-01-15,59907,62180,62180,59897,4080000,58777,0
2008-01-16,58777,59906,59906,58077,3460000,57037,0
2008-01-17,57037,58773,59643,56734,3590000,57506,1
2008-01-18,57506,57039,58291,56241,5810000,53709,0
2008-01-21,53709,57503,57503,53487,3570000,56097,1
2008-01-22,56097,53705,56541,53610,3650000,54235,0
2008-01-23,54235,56098,56098,53011,3720000,57463,1
2008-01-24,57463,54242,57675,54242,3800000,58594,1
2008-01-28,58594,57457,58721,56360,3930000,59530,1
2008-01-29,59530,58597,59715,58597,3440000,60289,1
2008-01-30,60289,59522,60289,58752,4310000,59490,0
2008-01-31,59490,60288,60288,57886,6160000,61080,1
2008-02-01,61080,59491,61187,59491,3600000,58969,0
2008-02-06,58969,61076,61076,58742,2049999,58965,0
2008-02-07,58965,58965,59581,58030,3990000,59076,1
2008-02-08,59076,58967,59520,58843,2020000,60643,1
2008-02-11,60643,59081,60805,59081,2570000,61805,1
2008-02-12,61805,60645,62828,60645,13470000,62591,1
2008-02-13,62591,61802,63002,61802,4420000,61819,0
2008-02-14,61819,62595,63224,61737,2360000,61272,0
2008-02-15,61272,61803,61803,60717,2350000,62801,1
2008-02-18,62801,61292,62883,61292,1500000,62297,0
2008-02-19,62297,62801,63590,62180,2089999,63747,1
2008-02-20,63747,62292,63780,61634,2760000,63792,1
2008-02-21,63792,63748,64631,63620,2420000,64608,1
2008-02-22,64608,63780,64608,63360,2080000,65001,1
2008-02-25,65001,64605,65013,64060,2370000,65183,1
2008-02-26,65183,64994,65399,63983,3560000,65495,1
2008-02-27,65495,65178,65968,64647,4840000,65555,1
2008-02-28,65555,65495,66005,65248,3690000,63489,0
2008-02-29,63489,65553,65553,63482,2820000,64489,1
2008-03-03,64489,63496,64644,63159,2270000,63656,0
2008-03-04,63656,64486,64530,62745,2140000,64629,1
2008-03-05,64629,63653,65045,63653,2320000,62975,0
2008-03-06,62975,64631,64676,62975,2250000,61868,0
2008-03-07,61868,62973,62973,61382,2490000,59999,0
2008-03-10,59999,61869,61923,59996,1900000,62368,1
2008-03-11,62368,60006,62368,60006,3220000,62177,0
2008-03-12,62177,62378,63036,62022,2320000,62280,1
2008-03-13,62280,62175,62413,60168,3850000,61991,0
2008-03-14,61991,62280,63028,60710,2810000,60012,0
2008-03-17,60012,61987,61987,59342,2130000,61933,1
2008-03-18,61933,60040,61933,60040,3080000,58827,0
2008-03-19,58827,61936,62372,58805,2230000,58987,1
2008-03-20,58987,58818,59170,57824,2720000,59813,1
2008-03-24,59813,58994,61083,58994,2290000,61234,1
2008-03-25,61234,59820,61616,59820,2520000,61415,1
2008-03-26,61415,61234,61849,60759,2350000,60762,0
2008-03-27,60762,61418,62200,60679,1640000,60452,0
2008-03-28,60452,60762,61062,60192,1670000,60968,1
2008-03-31,60968,60449,60982,59917,2170000,62775,1
2008-04-01,62775,60965,62788,60965,1210000,63364,1
2008-04-02,63364,62775,63816,62775,1080000,64175,1
2008-04-03,64175,63367,64730,62793,1040000,64446,1
2008-04-04,64446,64177,64629,63906,812760,64176,0
2008-04-07,64176,64447,65409,63919,909330,64540,1
2008-04-08,64540,64180,64833,63453,877990,63477,0
2008-04-09,63477,64540,64620,63167,863320,63527,1
2008-04-10,63527,63475,63646,62712,909310,62585,0
2008-04-11,62585,63526,63526,62459,696840,62153,0
2008-04-14,62153,62592,62733,61467,926680,62618,1
2008-04-15,62618,62151,62825,62151,841670,64152,1
2008-04-16,64152,62625,64313,62625,1240000,64552,1
2008-04-17,64552,64150,64944,63599,908420,64923,1
2008-04-18,64923,64554,65384,64554,856820,65413,1
2008-04-22,65413,64922,65689,64922,965740,64947,0
2008-04-23,64947,65413,65689,64914,862850,64575,0
2008-04-24,64575,64946,65086,64223,971550,65187,1
2008-04-25,65187,64575,65253,64172,1110000,65678,1
2008-04-28,65678,65191,66025,65191,1180000,63826,0
2008-04-29,63826,65678,65678,63706,1110000,67868,1
2008-04-30,67868,63826,68038,63826,2110000,69366,1
2008-05-02,69366,67869,70973,67865,1980000,70175,1
2008-05-05,70175,69366,70435,69366,1350000,70195,1
2008-05-06,70195,70175,70215,69561,1520000,69018,0
2008-05-07,69018,70201,70545,68599,1340000,69722,1
2008-05-08,69722,69021,69877,69014,975060,69646,0
2008-05-09,69646,69722,69722,68764,841250,70416,1
2008-05-12,70416,69646,70420,69068,966700,70503,1
2008-05-13,70503,70422,71084,70108,1210000,70027,0
2008-05-14,70027,70495,70966,70027,1200000,71492,1
2008-05-15,71492,70031,71492,70031,1140000,72767,1
2008-05-16,72767,71496,72767,71496,1350000,73439,1
2008-05-19,73439,72767,73794,72458,1490000,73517,1
2008-05-20,73517,73445,73522,72146,1260000,72295,0
2008-05-21,72295,73508,73780,72150,1460000,71452,0
2008-05-23,71452,72295,72295,70774,1090000,71629,1
2008-05-26,71629,71452,71988,71423,503200,70992,0
2008-05-27,70992,71629,71659,70335,1410000,73153,1
2008-05-28,73153,70995,73180,70734,1460000,71798,0
2008-05-29,71798,73154,73920,71695,1540000,72593,1
2008-05-30,72593,71798,72862,71766,1770000,71897,0
2008-06-02,71897,72593,72593,71352,1170000,70012,0
2008-06-03,70012,71897,72019,69602,1300000,68673,0
2008-06-04,68673,70012,70012,68465,1440000,71209,1
2008-06-05,71209,68674,71248,68674,1220000,69786,0
2008-06-06,69786,71208,71211,69515,1200000,69281,0
2008-06-09,69281,69786,69990,68534,1030000,67775,0
2008-06-10,67775,69275,69275,67067,1260000,66795,0
2008-06-11,66795,67775,68061,66715,1250000,67320,1
2008-06-12,67320,66798,67958,66798,1140000,67204,0
2008-06-13,67204,67326,67885,66907,917320,67285,1
2008-06-16,67285,67206,67618,66430,1040000,68438,1
2008-06-17,68438,67284,69029,67284,1200000,67090,0
2008-06-18,67090,68431,68431,66917,1360000,66590,0
2008-06-19,66590,67090,67339,66182,1170000,64614,0
2008-06-20,64614,66584,66611,64602,1140000,64640,1
2008-06-23,64640,64622,65400,64440,858520,64168,0
2008-06-24,64168,64635,65084,63713,1130000,65853,1
2008-06-25,65853,64173,66308,64173,1350000,63947,0
2008-06-26,63947,65804,65804,63689,1270000,64321,1
2008-06-27,64321,63951,64623,63881,1100000,65018,1
2008-06-30,65018,64325,65352,64325,970440,63396,0
2008-07-01,63396,65018,65018,62911,1260000,61106,0
2008-07-02,61106,63397,63945,61028,1310000,59273,0
2008-07-03,59273,61094,61601,59243,1210000,59365,1
2008-07-04,59365,59266,59779,58786,642070,59088,0
2008-07-07,59088,59372,60795,58731,1080000,59536,1
2008-07-08,59536,59081,59536,57945,1240000,60253,1
2008-07-10,60253,59528,60589,58338,1490000,60148,0
2008-07-11,60148,60256,61053,59603,1050000,60721,1
2008-07-14,60721,60156,61306,60156,970370,61015,1
2008-07-15,61015,60715,61679,58790,1470000,62056,1
2008-07-16,62056,61018,62183,60863,1580000,60109,0
2008-07-17,60109,62063,62606,59985,1890000,59988,0
2008-07-18,59988,60106,61299,59479,1230000,60772,1
2008-07-21,60772,60002,61275,60002,1230000,59647,0
2008-07-22,59647,60772,60780,59231,1200000,59421,0
2008-07-23,59421,59646,60242,59313,1420000,57434,0
2008-07-24,57434,59425,59641,57334,1780000,57199,0
2008-07-25,57199,57420,57711,56418,1180000,56869,0
2008-07-28,56869,57207,58176,56839,887590,58043,1
2008-07-29,58043,56869,58043,56869,1120000,59998,1
2008-07-30,59998,58069,59998,58069,1530000,59505,0
2008-07-31,59505,59998,60023,59225,1280000,57630,0
2008-08-01,57630,59505,59505,57492,999460,55609,0
2008-08-04,55609,57619,57641,55367,1150000,56471,1
2008-08-05,56471,55609,56974,55609,1400000,57542,1
2008-08-06,57542,56473,57813,56473,1270000,57018,0
2008-08-07,57018,57546,57942,56960,1120000,56584,0
2008-08-08,56584,57018,57146,56152,1050000,54720,0
2008-08-11,54720,56590,56974,54569,1210000,54503,0
2008-08-12,54503,54721,55355,54325,1230000,54573,1
2008-08-13,54573,54509,55492,54035,1920000,55138,1
2008-08-14,55138,54573,55725,54573,1070000,54244,0
2008-08-15,54244,55137,55307,53831,945790,53327,0
2008-08-18,53327,54252,54928,53050,846960,53639,1
2008-08-19,53639,53326,54329,52345,1010000,55377,1
2008-08-20,55377,53641,55545,53641,1150000,55935,1
2008-08-21,55935,55380,56144,55380,1110000,55850,0
2008-08-22,55850,55933,56430,55202,823430,54477,0
2008-08-25,54477,55854,55906,54468,653400,54359,0
2008-08-26,54359,54477,55088,54153,836270,55519,1
2008-08-27,55519,54366,55591,54366,881670,56382,1
2008-08-28,56382,55516,56524,55516,1060000,55680,0
2008-08-29,55680,56388,56856,55678,1100000,55162,0
2008-09-01,55162,55665,55665,54933,520000,54404,0
2008-09-02,54404,55161,55412,54207,1160000,53527,0
2008-09-03,53527,54414,55241,52891,1440000,51409,0
2008-09-04,51409,53527,53749,51157,1540000,51940,1
2008-09-05,51940,51404,51940,50092,1440000,50718,0
2008-09-08,50718,51940,53706,50646,1470000,48435,0
2008-09-09,48435,50711,50711,48419,1480000,49633,1
2008-09-10,49633,48439,49957,47606,1900000,51270,1
2008-09-11,51270,49629,51270,48217,1560000,52393,1
2008-09-12,52393,51267,52591,50789,1390000,48416,0
2008-09-15,48416,52386,52386,48409,1590000,49229,1
2008-09-16,49229,48404,49313,46261,2049999,45909,0
2008-09-17,45909,49218,49218,45859,2320000,48423,1
2008-09-18,48423,45909,49002,45295,2330000,53055,1
2008-09-19,53055,48424,53168,48424,2100000,51541,0
2008-09-22,51541,53055,53455,51530,1450000,49593,0
2008-09-23,49593,51537,51856,49289,1650000,49843,1
2008-09-24,49843,49598,50747,49598,1200000,51828,1
2008-09-25,51828,49848,51867,49848,1400000,50783,0
2008-09-26,50783,51824,51824,49902,1990000,46028,0
2008-09-29,46028,50743,50743,43766,1880000,49541,1
2008-09-30,49541,46026,49541,46026,1560000,49799,1
2008-10-01,49799,49538,49834,47641,1500000,46145,0
2008-10-02,46145,49805,49805,45113,1680000,44517,0
2008-10-03,44517,46155,48075,44158,1580000,42101,0
2008-10-06,42101,44502,44502,37617,2080000,40140,0
2008-10-07,40140,42104,43167,39583,1970000,38594,0
2008-10-08,38594,40137,40439,37597,2830000,37080,0
2008-10-09,37080,38594,40479,36832,2180000,35610,0
2008-10-10,35610,37079,37079,33238,2440000,40829,1
2008-10-13,40829,35609,40829,35609,1970000,41569,1
2008-10-14,41569,40833,43753,40218,2260000,36833,0
2008-10-15,36833,41567,41567,35411,2150000,36442,0
2008-10-16,36442,36835,37394,33752,2280000,36399,0
2008-10-17,36399,36440,38342,35834,1850000,39441,1
2008-10-20,39441,36401,39453,36401,1550000,39043,0
2008-10-21,39043,39440,39980,38083,1530000,35070,0
2008-10-22,35070,39043,39043,35028,1650000,33818,0
2008-10-23,33818,35069,35777,32706,1960000,31482,0
2008-10-24,31482,33809,33809,30788,2250000,29435,0
2008-10-27,29435,31480,31480,29435,1700000,33387,1
2008-10-28,33387,29438,33387,29438,2340000,34845,1
2008-10-29,34845,33387,35766,33387,2180000,37449,1
2008-10-30,37449,34852,37590,34852,2490000,37257,0
2008-10-31,37257,37447,37945,35858,2000000,38249,1
2008-11-03,38249,37261,38545,36938,1680000,40255,1
2008-11-04,40255,38256,41003,38256,2130000,37786,0
2008-11-05,37786,40245,40245,37711,2130000,36362,0
2008-11-06,36362,37786,37786,35387,2000000,36665,1
2008-11-07,36665,36362,37716,36297,1760000,36776,1
2008-11-10,36776,36672,38725,36298,1470000,37262,1
2008-11-11,37262,36775,37629,35499,1540000,34374,0
2008-11-12,34374,37261,37261,34221,2410000,35993,1
2008-11-13,35993,34374,36244,33645,1890000,35789,0
2008-11-14,35789,36003,36697,35016,1630000,35717,0
2008-11-17,35717,35777,36373,34427,1390000,34095,0
2008-11-18,34095,35698,35698,33882,1750000,33405,0
2008-11-19,33405,34098,34786,33275,1570000,31251,0
2008-11-21,31251,33403,33403,31081,1890000,34189,1
2008-11-24,34189,31255,34382,31255,2000000,34813,1
2008-11-25,34813,34189,35532,33620,1710000,36470,1
2008-11-26,36470,34814,36877,34319,2080000,36213,0
2008-11-27,36213,36470,36817,36114,878650,36596,1
2008-11-28,36596,36216,37217,35944,1550000,34741,0
2008-12-01,34741,36596,36596,34396,1460000,35001,1
2008-12-02,35001,34743,35734,34743,1600000,35297,1
2008-12-03,35297,35001,35476,33798,2240000,35128,0
2008-12-04,35128,35311,35944,35128,1260000,35347,1
2008-12-05,35347,35125,35435,34013,1930000,38285,1
2008-12-08,38285,35347,38426,35347,2420000,37968,0
2008-12-09,37968,38285,38863,37653,2009999,39004,1
2008-12-10,39004,37972,39748,37972,2230000,38519,0
2008-12-11,38519,39009,39880,38515,1950000,39374,1
2008-12-12,39374,38517,39374,37014,1690000,38320,0
2008-12-15,38320,39368,39735,38320,1630000,39993,1
2008-12-16,39993,38324,39993,38324,1610000,39947,0
2008-12-17,39947,39993,40361,39121,2280000,39536,0
2008-12-18,39536,39947,40498,38995,1700000,39131,0
2008-12-19,39131,39535,39785,38728,1220000,37619,0
2008-12-22,37619,39140,39452,37478,1280000,36471,0
2008-12-23,36471,37617,38005,36452,859920,36864,1
2008-12-26,36864,36470,37136,36334,508530,37060,1
2008-12-29,37060,36864,37631,36638,984710,37550,1
2008-12-30,37550,37070,37783,37065,1570000,40244,1
2009-01-02,40244,37550,40265,37550,1060000,41519,1
2009-01-05,41519,40243,41889,39526,1910000,42312,1
2009-01-06,42312,41520,42363,41520,1790000,40820,0
2009-01-07,40820,42308,42308,40563,1380000,41991,1
2009-01-08,41991,40819,41991,40251,1560000,41583,0
2009-01-09,41583,41992,42525,41181,1570000,39403,0
2009-01-12,39403,41585,41585,39345,1550000,39544,1
2009-01-13,39544,39397,40323,38623,1800000,37982,0
2009-01-14,37982,39537,39570,37658,2200000,39151,1
2009-01-15,39151,37993,39197,36806,2029999,39342,1
2009-01-16,39342,39149,39904,38578,1730000,38828,0
2009-01-19,38828,39351,39570,38700,791080,37272,0
2009-01-20,37272,38828,39174,37272,1420000,38543,1
2009-01-21,38543,37279,38543,37279,1670000,37894,0
2009-01-22,37894,38543,38845,37255,1740000,38132,1
2009-01-23,38132,37891,38660,36744,1430000,38509,1
2009-01-26,38509,38130,39065,37831,1490000,38699,1
2009-01-27,38699,38511,39025,38422,1420000,40227,1
2009-01-28,40227,38704,40438,38704,2130000,39638,0
2009-01-29,39638,40229,40229,39369,1330000,39301,0
2009-01-30,39301,39637,40273,39185,1480000,38666,0
2009-02-02,38666,39296,39364,38453,1330000,39747,1
2009-02-03,39747,38665,39765,38655,1550000,40129,1
2009-02-04,40129,39746,41490,39746,2410000,41109,1
2009-02-05,41109,40120,41373,39791,1930000,42756,1
2009-02-06,42756,41110,42873,41110,2180000,42100,0
2009-02-09,42100,42755,43441,41977,1750000,41207,0
2009-02-10,41207,42101,42819,40960,2280000,40846,0
2009-02-11,40846,41207,42032,40286,1670000,40501,0
2009-02-12,40501,40827,41082,39992,1780000,41674,1
2009-02-13,41674,40512,41833,40512,1450000,41841,1
2009-02-16,41841,41672,41841,41026,1090000,39847,0
2009-02-17,39847,41838,41838,39817,1730000,39674,0
2009-02-18,39674,39848,40434,39209,1650000,39730,1
2009-02-19,39730,39675,40433,39630,1160000,38715,0
2009-02-20,38715,39725,39725,38103,1710000,38232,0
2009-02-25,38232,38712,38933,37694,1220000,38180,0
2009-02-26,38180,38234,39219,38180,1520000,38183,1
2009-02-27,38183,38178,38801,37324,1650000,36235,0
2009-03-02,36235,38180,38180,36196,1730000,36468,1
2009-03-03,36468,36236,37085,35722,1730000,38402,1
2009-03-04,38402,36468,38554,36468,1800000,37369,0
2009-03-05,37369,38391,38391,36973,1350000,37105,0
2009-03-06,37105,37367,38309,36476,1480000,36741,0
2009-03-09,36741,37103,37464,36392,1070000,38795,1
2009-03-10,38795,36745,38804,36745,1790000,38805,1
2009-03-11,38805,38795,39310,38238,1400000,39152,1
2009-03-12,39152,38806,39304,38286,1630000,39015,0
2009-03-13,39015,39152,39707,38580,1600000,38607,0
2009-03-16,38607,39018,39713,38467,1530000,39511,1
2009-03-17,39511,38608,39511,38080,1460000,40142,1
2009-03-18,40142,39508,40551,38850,1730000,40453,1
2009-03-19,40453,40146,41137,40146,1900000,40076,0
2009-03-20,40076,40453,41053,40076,1390000,42439,1
2009-03-23,42439,40077,42509,40077,1880000,41476,0
2009-03-24,41476,42439,42439,41476,1830000,41799,1
2009-03-25,41799,41478,42623,41114,1960000,42589,1
2009-03-26,42589,41801,42680,41801,1640000,41907,0
2009-03-27,41907,42589,42589,41586,1340000,40653,0
2009-03-30,40653,41909,41909,40351,1510000,40926,1
2009-03-31,40926,40661,41610,40661,1590000,41976,1
2009-04-01,41976,40918,42005,40256,1670000,43736,1
2009-04-02,43736,41977,44286,41977,2360000,44391,1
2009-04-03,44391,43738,44610,43520,1880000,44167,0
2009-04-06,44167,44385,44385,43429,1470000,43825,0
2009-04-07,43825,44163,44471,43593,1710000,44182,1
2009-04-08,44182,43828,44390,43706,1780000,45539,1
2009-04-09,45539,44183,45702,44183,1920000,45992,1
2009-04-13,45992,45536,46179,45226,1550000,45418,0
2009-04-14,45418,45989,46591,45284,2130000,45273,0
2009-04-15,45273,45420,45453,44811,1760000,46025,1
2009-04-16,46025,45277,46211,45277,1770000,45778,0
2009-04-17,45778,46018,46187,45723,1470000,44433,0
2009-04-20,44433,45778,45778,44275,1270000,44888,1
2009-04-22,44888,44434,45369,44434,1360000,45801,1
2009-04-23,45801,44888,45804,44888,1240000,46772,1
2009-04-24,46772,45801,46946,45801,1530000,45820,0
2009-04-27,45820,46772,46772,45662,1690000,45821,1
2009-04-28,45821,45819,46138,44966,1790000,47227,1
2009-04-29,47227,45825,47410,45825,2049999,47290,1
2009-04-30,47290,47235,48126,47235,2140000,50405,1
2009-05-04,50405,47290,50405,47290,2500000,50670,1
2009-05-05,50670,50404,50909,50013,1950000,51499,1
2009-05-06,51499,50675,52096,50672,2470000,50058,0
2009-05-07,50058,51499,52079,49743,2029999,51396,1
2009-05-08,51396,50066,51396,50051,1690000,50976,0
2009-05-11,50976,51389,51389,50060,1290000,50326,0
2009-05-12,50326,50980,51565,49808,1850000,48679,0
2009-05-13,48679,50317,50317,48430,1710000,49446,1
2009-05-14,49446,48671,49461,48284,1420000,49007,0
2009-05-15,49007,49447,49552,48796,1510000,51463,1
2009-05-18,51463,49012,51490,49012,1730000,51347,0
2009-05-19,51347,51465,52145,50987,2000000,51245,0
2009-05-20,51245,51349,52640,51143,2060000,50087,0
2009-05-21,50087,51244,51244,49565,1680000,50568,1
2009-05-22,50568,50089,50893,49989,1310000,50816,1
2009-05-25,50816,50558,50969,50558,490960,51841,1
2009-05-26,51841,50817,51934,50074,1460000,51792,0
2009-05-27,51792,51840,53092,51637,1730000,53041,1
2009-05-28,53041,51795,53041,51795,1520000,53198,1
2009-05-29,53198,53047,53806,52432,2840000,54486,1
2009-06-01,54486,53202,54857,53202,1800000,54000,0
2009-06-02,54000,54486,54955,53850,1920000,52087,0
2009-06-03,52087,53999,54001,51643,2040000,53464,1
2009-06-04,53464,52094,53464,51745,1400000,53341,0
2009-06-05,53341,53474,54627,53050,1440000,53630,1
2009-06-08,53630,53340,53905,52483,1180000,53157,0
2009-06-09,53157,53633,54102,52845,1230000,53411,1
2009-06-10,53411,53159,54048,52819,1440000,53558,1
2009-06-12,53558,53411,53936,53143,1420000,52034,0
2009-06-15,52034,53558,53558,51252,1660000,51206,0
2009-06-16,51206,52035,52494,51166,1330000,51046,0
2009-06-17,51046,51197,51197,50265,1640000,50903,0
2009-06-18,50903,51050,51275,50510,1160000,51374,1
2009-06-19,51374,50908,51665,50908,1230000,49495,0
2009-06-22,49495,51367,51367,49411,1600000,49814,1
2009-06-23,49814,49496,49902,49130,1400000,49672,0
2009-06-24,49672,49819,50758,49520,1370000,51515,1
2009-06-25,51515,49668,51515,49327,1590000,51486,0
2009-06-26,51486,51517,51935,51341,1220000,52138,1
2009-06-29,52138,51488,52275,51488,1050000,51465,0
2009-06-30,51465,52143,52435,51102,1320000,51544,1
2009-07-01,51544,51464,52383,51464,1370000,51025,0
2009-07-02,51025,51538,51538,50608,1010000,50935,0
2009-07-03,50935,51026,51167,50915,487810,50622,0
2009-07-06,50622,50932,50932,49691,1380000,49457,0
2009-07-07,49457,50619,50621,49400,1640000,49178,0
2009-07-08,49178,49460,49846,48456,1550000,49221,1
2009-07-10,49221,49175,49326,48714,1040000,49187,0
2009-07-13,49187,49221,49644,48262,1330000,48873,0
2009-07-14,48873,49186,49647,48573,1430000,51297,1
2009-07-15,51297,48876,51488,48876,1890000,51918,1
2009-07-16,51918,51292,52338,50703,1550000,52072,1
2009-07-17,52072,51918,52352,51736,1230000,53155,1
2009-07-20,53155,52073,53262,52073,1500000,53234,1
2009-07-21,53234,53155,53716,52520,1400000,53073,0
2009-07-22,53073,53232,53664,52543,1360000,54249,1
2009-07-23,54249,53074,54629,53065,2060000,54457,1
2009-07-24,54457,54249,54600,54037,1130000,54549,1
2009-07-27,54549,54458,54886,53943,1110000,54472,0
2009-07-28,54472,54547,54547,53779,1300000,53735,0
2009-07-29,53735,54470,54470,53256,1230000,54478,1
2009-07-30,54478,53735,55083,53735,1250000,54766,1
2009-07-31,54766,54474,54980,54206,1230000,55998,1
2009-08-03,55998,54766,56200,54766,1260000,56038,1
2009-08-04,56038,55998,56656,55727,1510000,56384,1
2009-08-05,56384,56041,56586,55407,1240000,55755,0
2009-08-06,55755,56385,56780,55361,1330000,56330,1
2009-08-07,56330,55758,56644,55758,1260000,56830,1
2009-08-10,56830,56329,56830,56151,1190000,55761,0
2009-08-11,55761,56816,56816,55568,1410000,56588,1
2009-08-12,56588,55761,56696,55714,1660000,57048,1
2009-08-13,57048,56588,57367,56533,1510000,56638,0
2009-08-14,56638,57048,57190,55979,1500000,55218,0
2009-08-17,55218,56636,56636,54881,1400000,55749,1
2009-08-18,55749,55219,55891,55216,1130000,56156,1
2009-08-19,56156,55748,56212,54918,1280000,56831,1
2009-08-20,56831,56173,56897,56143,1070000,57729,1
2009-08-21,57729,56836,57782,56836,1240000,57775,1
2009-08-24,57775,57731,58634,57698,1430000,57421,0
2009-08-25,57421,57778,58311,57401,1250000,57766,1
2009-08-26,57766,57425,57791,57106,1240000,57704,0
2009-08-27,57704,57769,57878,56845,1350000,57701,0
2009-08-28,57701,57704,58136,57344,1180000,56489,0
2009-08-31,56489,57698,57698,56170,1500000,55815,0
2009-09-01,55815,56489,57002,55764,1440000,55386,0
2009-09-02,55386,55813,55948,55386,1640000,55707,1
2009-09-03,55707,55389,55888,55339,1270000,56652,1
2009-09-04,56652,55707,56729,55656,1200000,57855,1
2009-09-08,57855,56655,57855,56655,1370000,57910,1
2009-09-09,57910,57844,58089,57534,1360000,58536,1
2009-09-10,58536,57908,58538,57615,1400000,58366,0
2009-09-11,58366,58537,58834,58145,1120000,58868,1
2009-09-14,58868,58363,58868,57753,990510,59264,1
2009-09-15,59264,58868,59401,58691,1130000,60411,1
2009-09-16,60411,59265,60526,59265,1810000,60236,0
2009-09-17,60236,60409,61027,60116,1590000,60703,1
2009-09-18,60703,60236,60710,60158,1290000,60928,1
2009-09-21,60928,60703,61066,60014,1360000,61493,1
2009-09-22,61493,60938,62017,60938,1590000,60496,0
2009-09-23,60496,61489,61630,60478,1520000,60046,0
2009-09-24,60046,60496,60978,59600,1310000,60356,1
2009-09-25,60356,60045,60472,59755,989790,61317,1
2009-09-28,61317,60357,61317,60357,955740,61235,0
2009-09-29,61235,61316,61599,60750,1180000,61518,1
2009-09-30,61518,61241,61926,60978,1540000,60459,0
2009-10-01,60459,61519,61519,60306,1400000,61172,1
2009-10-02,61172,60453,61333,59678,1740000,62369,1
