Data,Último,Abertura,Máxima,Mínima,Vol.,Amanhã,Target
2003-10-15,17942,18176,18313,17819,616250000,17955,1
2003-10-16,17955,17944,18075,17834,280560000,17791,0
2003-10-17,17791,17923,17946,17679,205450000,18370,1
2003-10-20,18370,17791,18399,17770,361630000,18449,1
2003-10-21,18449,18370,18660,18370,378080000,18235,0
2003-10-22,18235,18449,18449,18221,298190000,17690,0
2003-10-23,17690,18235,18235,17592,406040000,17814,1
2003-10-24,17814,17687,17835,17340,232860000,17750,0
2003-10-27,17750,17820,17964,17664,249000000,18228,1
2003-10-28,18228,17750,18228,17691,268470000,17945,0
2003-10-29,17945,18228,18454,17945,329640000,18094,1
2003-10-30,18094,17945,18193,17731,298650000,17982,0
2003-10-31,17982,18095,18218,17912,266029999,18517,1
2003-11-03,18517,17983,18517,17983,291390000,18541,1
2003-11-04,18541,18519,18714,18456,359170000,18307,0
2003-11-05,18307,18545,18563,18267,345960000,18613,1
2003-11-06,18613,18307,18680,18307,351070000,18672,1
2003-11-07,18672,18614,18907,18614,260120000,18572,0
2003-11-10,18572,18672,18725,18435,252870000,18409,0
2003-11-11,18409,18572,18572,18261,373660000,18794,1
2003-11-12,18794,18409,18812,18352,340780000,18755,0
2003-11-13,18755,18795,19115,18677,440980000,18986,1
2003-11-14,18986,18763,19052,18712,441960000,18669,0
2003-11-17,18669,18985,18985,18648,389060000,18813,1
2003-11-18,18813,18669,19022,18669,353840000,18807,0
2003-11-19,18807,18819,18857,18610,255260000,19199,1
2003-11-20,19199,18815,19262,18815,332020000,19248,1
2003-11-21,19248,19197,19376,19144,296390000,19691,1
2003-11-24,19691,19258,19730,19258,329510000,19810,1
2003-11-25,19810,19694,19820,19615,257630000,19695,0
2003-11-26,19695,19810,20002,19667,240940000,19961,1
2003-11-27,19961,19695,19961,19616,180730000,20184,1
2003-11-28,20184,19962,20188,19848,302210000,20521,1
2003-12-01,20521,20184,20522,20184,347780000,20458,0
2003-12-02,20458,20523,20630,20354,304970000,20540,1
2003-12-03,20540,20462,20586,20322,283210000,20414,0
2003-12-04,20414,20540,20570,20323,251500000,20880,1
2003-12-05,20880,20418,20922,20418,317230000,20889,1
2003-12-08,20889,20882,20937,20673,244320000,21260,1
2003-12-09,21260,20889,21363,20889,413530000,20973,0
2003-12-10,20973,21258,21394,20930,471910000,21296,1
2003-12-11,21296,20971,21459,20971,420360000,20974,0
2003-12-12,20974,21296,21514,20873,303350000,20710,0
2003-12-15,20710,20974,21381,20709,365540000,20760,1
2003-12-16,20760,20710,20842,20544,246950000,21199,1
2003-12-17,21199,20763,21318,20763,436620000,21489,1
2003-12-18,21489,21199,21502,21195,267060000,21386,0
2003-12-19,21386,21489,21671,21381,262170000,21630,1
2003-12-22,21630,21386,21630,21344,199020000,21688,1
2003-12-23,21688,21631,21914,21631,259010000,21807,1
2003-12-26,21807,21688,21829,21688,989480000,22045,1
2003-12-29,22045,21815,22046,21815,199680000,22236,1
2003-12-30,22236,22051,22310,22051,282070000,22445,1
2004-01-02,22445,22233,22450,22208,136420000,23532,1
2004-01-05,23532,22445,23532,22445,496710000,23576,1
2004-01-06,23576,23532,23976,23180,472380000,23320,0
2004-01-07,23320,23576,23899,23320,464080000,23717,1
2004-01-08,23717,23334,23718,23122,436740000,23917,1
2004-01-09,23917,23722,24088,23710,503350000,24237,1
2004-01-12,24237,23896,24323,23892,379910000,23940,0
2004-01-13,23940,24237,24518,23867,497930000,23399,0
2004-01-14,23399,23947,24010,22878,464750000,22962,0
2004-01-15,22962,23400,23400,22962,449980000,23155,1
2004-01-16,23155,22964,23243,22687,291150000,23385,1
2004-01-19,23385,23162,23493,23090,256149999,23679,1
2004-01-20,23679,23382,23724,23382,271200000,23302,0
2004-01-21,23302,23680,23680,23213,319640000,22969,0
2004-01-22,22969,23299,23299,22682,347080000,23471,1
2004-01-23,23471,22969,23515,22740,287870000,24350,1
2004-01-26,24350,23471,24350,23471,383190000,24226,0
2004-01-27,24226,24355,24473,23908,526960000,23852,0
2004-01-28,23852,24226,24460,23787,343420000,22386,0
2004-01-29,22386,23849,23859,22300,516610000,21851,0
2004-01-30,21851,22384,22615,21649,430570000,21787,0
2004-02-02,21787,21842,21867,21336,327360000,22281,1
2004-02-03,22281,21794,22287,21794,302440000,21685,0
2004-02-04,21685,22289,22718,21555,464940000,21092,0
2004-02-05,21092,21685,21909,21077,414970000,21969,1
2004-02-06,21969,21092,21969,20598,381230000,21962,0
2004-02-09,21962,21970,22493,21853,373110000,22171,1
2004-02-10,22171,21936,22216,21694,350830000,23197,1
2004-02-11,23197,22173,23241,22057,417590000,23063,0
2004-02-12,23063,23197,23374,22929,309590000,22530,0
2004-02-13,22530,23067,23230,22188,367400000,22189,0
2004-02-16,22189,22505,22507,21901,163740000,22426,1
2004-02-17,22426,22195,22520,22017,414030000,22000,0
2004-02-18,22000,22430,22668,21899,525010000,20951,0
2004-02-19,20951,21998,21998,20877,433850000,21337,1
2004-02-20,21337,20949,21342,20092,433510000,21609,1
2004-02-25,21609,21341,21732,21341,127140000,21450,0
2004-02-26,21450,21608,21608,21180,206810000,21755,1
2004-02-27,21755,21455,21755,21448,275450000,22499,1
2004-03-01,22499,21761,22528,21761,340330000,22442,0
2004-03-02,22442,22496,22714,21942,339790000,22550,1
2004-03-03,22550,22442,22801,22191,305090000,22393,0
2004-03-04,22393,22542,22753,22256,347160000,22873,1
2004-03-05,22873,22397,22937,22349,335060000,22993,1
2004-03-08,22993,22874,23373,22874,295070000,22674,0
2004-03-09,22674,22993,23094,22503,235170000,21670,0
2004-03-10,21670,22674,22674,21670,326190000,20763,0
2004-03-11,20763,21673,21750,20756,399570000,21776,1
2004-03-12,21776,20770,21800,20770,342720000,21234,0
2004-03-15,21234,21776,21836,21162,304930000,21613,1
2004-03-16,21613,21234,21647,21234,308940000,21901,1
2004-03-17,21901,21620,22034,21620,351370000,22370,1
2004-03-18,22370,21901,22411,21679,341660000,22261,0
2004-03-19,22261,22370,22470,22217,292930000,21663,0
2004-03-22,21663,22248,22248,21569,158390000,21205,0
2004-03-23,21205,21663,21832,21205,370090000,20985,0
2004-03-24,20985,21202,21317,20834,359870000,21000,1
2004-03-25,21000,20985,21323,20857,347640000,21541,1
2004-03-26,21541,21001,21651,21001,311330000,21531,0
2004-03-29,21531,21544,21817,21435,258380000,22043,1
2004-03-30,22043,21531,22045,21531,290920000,22142,1
2004-03-31,22142,22042,22256,21873,389680000,22647,1
2004-04-01,22647,22142,22769,22142,399160000,22949,1
2004-04-02,22949,22650,23034,22629,437230000,23146,1
2004-04-05,23146,22949,23260,22773,316280000,23072,0
2004-04-06,23072,23146,23179,22859,272070000,22443,0
2004-04-07,22443,23061,23061,22443,253280000,22725,1
2004-04-08,22725,22451,22740,22307,254450000,22780,1
2004-04-12,22780,22725,22970,22496,252920000,22620,0
2004-04-13,22620,22777,22995,22555,236240000,22312,0
2004-04-14,22312,22618,22618,22165,361930000,21739,0
2004-04-15,21739,22312,22312,21483,391690000,21769,1
2004-04-16,21769,21727,21938,21592,250130000,21627,0
2004-04-19,21627,21773,21864,21417,400150000,21078,0
2004-04-20,21078,21627,21665,21068,303930000,21142,1
2004-04-22,21142,21078,21182,20732,331420000,21590,1
2004-04-23,21590,21142,21625,21142,340500000,21324,0
2004-04-26,21324,21588,21778,21286,209960000,21317,0
2004-04-27,21317,21324,21715,21254,269590000,20474,0
2004-04-28,20474,21317,21374,20474,441510000,19865,0
2004-04-29,19865,20481,20756,19676,376620000,19607,0
2004-04-30,19607,19871,20172,19508,410790000,19709,1
2004-05-03,19709,19622,19777,19086,307250000,19988,1
2004-05-04,19988,19709,20195,19709,295160000,20026,1
2004-05-05,20026,20013,20342,19835,213820000,19190,0
2004-05-06,19190,20019,20019,19189,278400000,18620,0
2004-05-07,18620,19184,19184,18573,319450000,17604,0
2004-05-10,17604,18616,18616,17601,378540000,18537,1
2004-05-11,18537,17607,18583,17607,542180000,18326,0
2004-05-12,18326,18543,18745,17885,336440000,18402,1
2004-05-13,18402,18326,18619,17902,310060000,18611,1
2004-05-14,18611,18421,18952,18421,332080000,18122,0
2004-05-17,18122,18609,18609,17973,258220000,18556,1
2004-05-18,18556,18125,18610,18125,276890000,18688,1
2004-05-19,18688,18602,19120,18602,351010000,18240,0
2004-05-20,18240,18688,18688,18229,302290000,18285,1
2004-05-21,18285,18239,18387,18041,227910000,18669,1
2004-05-24,18669,18288,18670,18288,391880000,18860,1
2004-05-25,18860,18675,18869,18590,251910000,19069,1
2004-05-26,19069,18860,19079,18737,258490000,19734,1
2004-05-27,19734,19069,19763,19061,306620000,19667,0
2004-05-28,19667,19734,19991,19580,274280000,19545,0
2004-05-31,19545,19672,19769,19421,914600000,19546,1
2004-06-01,19546,19545,19613,19177,319750000,19717,1
2004-06-02,19717,19553,19923,19553,249790000,19400,0
2004-06-03,19400,19723,19776,19332,189650000,19819,1
2004-06-04,19819,19404,19902,19404,176910000,20447,1
2004-06-07,20447,19826,20487,19826,329800000,20284,0
2004-06-08,20284,20447,20529,20159,231850000,19865,0
2004-06-09,19865,20269,20298,19797,194760000,19834,0
2004-06-11,19834,19865,19979,19789,658880000,19488,0
2004-06-14,19488,19833,19833,19371,187830000,20047,1
2004-06-15,20047,19496,20047,19496,252380000,20460,1
2004-06-16,20460,20050,20514,20006,519760000,20335,0
2004-06-17,20335,20460,20697,20203,247650000,20333,0
2004-06-18,20333,20330,20455,20076,130979999,20293,0
2004-06-21,20293,20336,20654,20274,243380000,20199,0
2004-06-22,20199,20293,20360,20070,139480000,20836,1
2004-06-23,20836,20199,20836,20199,293960000,20708,0
2004-06-24,20708,20837,21068,20681,203370000,20750,1
2004-06-25,20750,20708,20940,20669,128169999,20351,0
2004-06-28,20351,20750,20892,20351,181790000,20801,1
2004-06-29,20801,20352,20833,20352,201580000,21149,1
2004-06-30,21149,20809,21183,20733,261079999,21349,1
2004-07-01,21349,21152,21394,21094,336960000,21568,1
2004-07-02,21568,21349,21747,21349,296500000,21670,1
2004-07-05,21670,21565,21775,21429,122150000,21188,0
2004-07-06,21188,21669,21669,21124,211350000,21171,0
2004-07-07,21171,21190,21364,21118,197800000,20887,0
2004-07-08,20887,21167,21167,20821,196170000,21532,1
2004-07-12,21532,20885,21561,20885,260490000,21677,1
2004-07-13,21677,21533,21759,21456,224310000,21673,0
2004-07-14,21673,21676,22090,21373,342600000,22065,1
2004-07-15,22065,21679,22198,21679,273790000,22447,1
2004-07-16,22447,22064,22676,22064,340820000,22102,0
2004-07-19,22102,22445,22518,22045,195160000,22361,1
2004-07-20,22361,22115,22426,22046,220710000,21810,0
2004-07-21,21810,22362,22516,21776,287500000,21730,0
2004-07-22,21730,21821,21938,21490,247830000,21591,0
2004-07-23,21591,21729,22100,21559,318000000,21318,0
2004-07-26,21318,21635,21930,21056,227130000,21737,1
2004-07-27,21737,21325,21813,21236,282560000,22168,1
2004-07-28,22168,21740,22213,21613,285650000,22228,1
2004-07-29,22228,22169,22366,22019,220540000,22337,1
2004-07-30,22337,22224,22534,22111,204810000,22448,1
2004-08-02,22448,22342,22493,21929,170380000,22373,0
2004-08-03,22373,22453,22600,22340,251700000,22178,0
2004-08-04,22178,22370,22523,22159,296920000,21330,0
2004-08-05,21330,22174,22244,21178,317620000,21653,1
2004-08-06,21653,21341,21702,21194,198200000,21261,0
2004-08-09,21261,21653,21745,21243,194720000,21737,1
2004-08-10,21737,21261,21737,21261,212280000,21570,0
2004-08-11,21570,21736,21736,21411,228800000,21570,0
2004-08-12,21570,21574,21723,21484,216230000,21401,0
2004-08-13,21401,21570,21706,21307,176450000,21764,1
2004-08-16,21764,21404,21829,21361,198250000,22061,1
2004-08-17,22061,21767,22159,21767,208710000,22779,1
2004-08-18,22779,22059,22779,21898,464330000,22935,1
2004-08-19,22935,22779,23285,22772,273320000,23196,1
2004-08-20,23196,22935,23381,22919,330760000,22852,0
2004-08-23,22852,23205,23241,22773,204400000,22870,1
2004-08-24,22870,22863,23111,22743,275960000,23058,1
2004-08-25,23058,22870,23166,22745,348360000,22582,0
2004-08-26,22582,23047,23047,22479,224010000,22597,1
2004-08-27,22597,22583,22801,22504,172120000,22869,1
2004-08-30,22869,22600,22869,22316,179010000,22803,0
2004-08-31,22803,22886,23071,22685,267850000,22513,0
2004-09-01,22513,22803,22971,22363,221560000,22688,1
2004-09-02,22688,22516,22768,22267,208560000,22415,0
2004-09-03,22415,22688,22769,22378,160110000,22502,1
2004-09-06,22502,22416,22537,22416,344360000,22534,1
2004-09-08,22534,22508,22977,22508,261769999,22286,0
2004-09-09,22286,22536,22622,22071,219080000,21968,0
2004-09-10,21968,22276,22299,21846,301170000,21809,0
2004-09-13,21809,21970,22226,21739,207830000,22309,1
2004-09-14,22309,21810,22348,21741,278640000,22344,1
2004-09-15,22344,22310,22577,22213,161210000,22876,1
2004-09-16,22876,22346,22897,22346,309400000,23074,1
2004-09-17,23074,22876,23190,22876,257550000,23078,1
2004-09-20,23078,23079,23485,23078,260560000,23106,1
2004-09-21,23106,23078,23268,22916,232210000,22749,0
2004-09-22,22749,23106,23207,22697,187610000,22944,1
2004-09-23,22944,22749,23006,22749,268950000,22972,1
2004-09-24,22972,22944,23110,22892,174890000,22834,0
2004-09-27,22834,22981,22981,22733,194850000,23231,1
2004-09-28,23231,22834,23275,22593,259000000,23208,0
2004-09-29,23208,23230,23287,23069,207210000,23245,1
2004-09-30,23245,23210,23423,23183,231340000,23777,1
2004-10-01,23777,23246,23777,23246,207450000,24150,1
2004-10-04,24150,23784,24173,23784,239090000,24205,1
2004-10-05,24205,24150,24362,23946,231590000,24027,0
2004-10-06,24027,24205,24205,23899,219930000,24104,1
2004-10-07,24104,24014,24141,23814,188440000,23927,0
2004-10-08,23927,24120,24346,23914,287430000,23954,1
2004-10-11,23954,23928,24091,23921,211720000,23289,0
2004-10-13,23289,23953,24066,23068,373500000,22959,0
2004-10-14,22959,23287,23287,22865,163420000,23368,1
2004-10-15,23368,22961,23422,22961,148920000,23411,1
2004-10-18,23411,23368,23448,23021,174220000,22893,0
2004-10-19,22893,23411,23621,22887,237320000,22873,0
2004-10-20,22873,22893,22929,22565,212830000,23059,1
2004-10-21,23059,22873,23116,22779,173270000,22735,0
2004-10-22,22735,23061,23326,22692,248420000,22603,0
2004-10-25,22603,22735,22735,22390,190300000,22849,1
2004-10-26,22849,22603,22849,22557,174980000,23171,1
2004-10-27,23171,22861,23228,22783,199190000,22929,0
2004-10-28,22929,23171,23171,22826,126480000,23052,1
2004-10-29,23052,22945,23089,22877,151630000,23273,1
2004-11-01,23273,23050,23309,22941,857030000,23660,1
2004-11-03,23660,23275,23770,23275,226710000,23880,1
2004-11-04,23880,23660,23963,23629,178030000,23542,0
2004-11-05,23542,23864,24000,23499,205590000,23212,0
2004-11-08,23212,23542,23542,23072,141140000,23216,1
2004-11-09,23216,23213,23305,23022,280950000,23455,1
2004-11-10,23455,23223,23479,23223,148840000,23521,1
2004-11-11,23521,23457,23521,23192,168620000,24035,1
2004-11-12,24035,23524,24035,23524,288470000,23772,0
2004-11-16,23772,24035,24035,23698,157350000,24170,1
2004-11-17,24170,23772,24289,23772,255050000,24143,0
2004-11-18,24143,24167,24325,23845,283770000,24034,0
2004-11-19,24034,24147,24361,23848,271440000,24445,1
2004-11-22,24445,24034,24508,23839,183530000,24340,0
2004-11-23,24340,24446,24684,24290,188950000,24368,1
2004-11-24,24368,24339,24641,24339,167450000,24867,1
2004-11-25,24867,24372,24872,24372,111200000,24998,1
2004-11-26,24998,24867,25072,24756,875130000,24855,0
2004-11-29,24855,25000,25084,24653,150260000,25128,1
2004-11-30,25128,24855,25160,24736,149820000,25235,1
2004-12-01,25235,25129,25381,25118,141350000,25200,0
2004-12-02,25200,25235,25360,25057,118980000,25468,1
2004-12-03,25468,25218,25604,25218,162910000,25633,1
2004-12-06,25633,25474,25709,25430,170880000,24989,0
2004-12-07,24989,25632,25667,24945,319910000,24968,0
2004-12-08,24968,24988,25041,24615,308290000,24526,0
2004-12-09,24526,24970,25053,24452,168670000,24933,1
2004-12-10,24933,24530,24954,24494,116490000,25225,1
2004-12-13,25225,24933,25260,24867,121150000,25563,1
2004-12-14,25563,25226,25568,25226,266000000,25576,1
2004-12-15,25576,25568,25919,25363,562470000,25831,1
2004-12-16,25831,25561,25877,25543,353880000,25659,0
2004-12-17,25659,25835,25835,25474,168820000,25537,0
2004-12-20,25537,25661,25772,25456,124930000,25890,1
2004-12-21,25890,25537,25898,25465,818760000,25723,0
2004-12-22,25723,25892,26075,25713,994960000,25878,1
2004-12-23,25878,25719,25971,25618,101260000,25937,1
2004-12-27,25937,25862,26084,25862,760810000,26117,1
2004-12-28,26117,25937,26145,25919,867490000,26161,1
2004-12-29,26161,26117,26245,26091,123400000,26196,1
2004-12-30,26196,26171,26270,26108,138640000,25722,0
2005-01-03,25722,26193,26492,25671,115640000,24848,0
2005-01-04,24848,25722,25873,24791,146140000,24692,0
2005-01-05,24692,24859,25001,24523,127420000,24367,0
2005-01-06,24367,24695,24808,24250,151170000,24747,1
2005-01-07,24747,24376,24874,24376,104960000,24292,0
2005-01-10,24292,24747,24825,24086,126230000,24370,1
2005-01-11,24370,24295,24457,24127,111400000,24510,1
2005-01-12,24510,24370,24560,23983,107120000,24806,1
2005-01-13,24806,24523,24919,24523,91080000,24924,1
2005-01-14,24924,24802,24966,24481,117140000,24515,0
2005-01-17,24515,24924,25022,24515,75060000,24089,0
2005-01-18,24089,24515,24515,24019,179420000,24271,1
2005-01-19,24271,24091,24465,24091,113110000,23610,0
2005-01-20,23610,24271,24271,23534,182060000,23818,1
2005-01-21,23818,23618,24006,23609,97400000,24198,1
2005-01-24,24198,23819,24302,23813,64590000,24530,1
2005-01-26,24530,24207,24555,24207,95260000,24030,0
2005-01-27,24030,24529,24529,23869,133419999,23968,0
2005-01-28,23968,24006,24056,23595,125490000,24353,1
2005-01-31,24353,23970,24399,23970,74030000,24149,0
2005-02-01,24149,24392,24506,24073,133940000,24605,1
2005-02-02,24605,24150,24624,24139,110710000,24874,1
2005-02-03,24874,24606,24896,24548,87130000,25732,1
2005-02-04,25732,24874,25736,24818,140400000,26314,1
2005-02-09,26314,25733,26314,25733,79780000,26416,1
2005-02-10,26416,26314,26456,25882,111850000,26671,1
2005-02-11,26671,26414,26786,26132,145810000,26532,0
2005-02-14,26532,26660,26753,26321,105930000,26610,1
2005-02-15,26610,26532,26660,26212,115630000,26384,0
2005-02-16,26384,26611,26683,26312,302530000,27091,1
2005-02-17,27091,26385,27159,26385,149000000,26756,0
2005-02-18,26756,27086,27184,26707,96450000,26853,1
2005-02-21,26853,26730,27094,26698,60650000,26740,0
2005-02-22,26740,26856,27329,26620,182970000,27198,1
2005-02-23,27198,26746,27198,26746,130550000,28436,1
2005-02-24,28436,27198,28436,27198,173350000,28425,0
2005-02-25,28425,28429,28778,28178,117640000,28139,0
2005-02-28,28139,28423,28555,27799,71010000,27730,0
2005-03-01,27730,28135,28137,27643,102720000,28200,1
2005-03-02,28200,27730,28200,27498,82650000,28668,1
2005-03-03,28668,28204,28766,28204,107090000,29197,1
2005-03-04,29197,28676,29228,28676,228270000,29455,1
2005-03-07,29455,29464,29584,29183,138840000,29021,0
2005-03-08,29021,29452,29452,28883,152150000,28514,0
2005-03-09,28514,29018,29058,28381,134410000,28567,1
2005-03-10,28567,28511,28682,28049,265019999,28075,0
2005-03-11,28075,28567,28932,28008,180420000,28099,1
2005-03-14,28099,28075,28135,27715,123750000,27588,0
2005-03-15,27588,28107,28300,27455,118120000,27827,1
2005-03-16,27827,27587,27841,27260,128150000,28086,1
2005-03-17,28086,27824,28162,27319,98460000,27593,0
2005-03-18,27593,28088,28174,27498,132580000,27411,0
2005-03-21,27411,27587,27633,27214,89750000,26618,0
2005-03-22,26618,27419,27844,26480,138190000,26248,0
2005-03-23,26248,26613,26792,26131,117330000,26702,1
2005-03-24,26702,26267,26827,26267,77790000,26257,0
2005-03-28,26257,26705,26705,26224,85060000,25842,0
2005-03-29,25842,26259,26620,25761,99530000,26470,1
2005-03-30,26470,25861,26470,25861,102330000,26611,1
2005-03-31,26611,26471,26768,26259,81350000,26774,1
2005-04-01,26774,26612,27178,26612,99390000,26407,0
2005-04-04,26407,26770,26770,26204,95240000,26038,0
2005-04-05,26038,26407,26724,25965,112510000,25695,0
2005-04-06,25695,26038,26254,25615,102710000,26308,1
2005-04-07,26308,25695,26308,25656,142810000,25885,0
2005-04-08,25885,26305,26310,25826,59630000,25900,1
2005-04-11,25900,25884,25943,25695,55060000,26206,1
2005-04-12,26206,25900,26324,25611,147360000,26066,0
2005-04-13,26066,26206,26579,26057,290560000,24984,0
2005-04-14,24984,26069,26113,24949,136640000,24656,0
2005-04-15,24656,25000,25115,24575,102180000,24877,1
2005-04-18,24877,24656,24965,24420,78860000,25566,1
2005-04-19,25566,24877,25566,24877,122090000,25062,0
2005-04-20,25062,25566,25692,24954,99010000,24767,0
2005-04-22,24767,25062,25428,24691,92950000,25232,1
2005-04-25,25232,24769,25297,24744,86270000,25305,1
2005-04-26,25305,25232,25563,25067,96440000,25242,0
2005-04-27,25242,25295,25295,24886,151300000,24440,0
2005-04-28,24440,25238,25238,24423,225900000,24844,1
2005-04-29,24844,24454,24858,24154,254070000,24705,0
2005-05-02,24705,24847,24904,24468,141190000,24716,1
2005-05-03,24716,24711,24926,24548,104690000,25474,1
2005-05-04,25474,24738,25560,24738,121030000,25436,0
2005-05-05,25436,25478,25697,25225,145680000,25589,1
2005-05-06,25589,25437,25808,25437,113830000,25465,0
2005-05-09,25465,25593,25623,25404,109880000,24763,0
2005-05-10,24763,25467,25530,24636,114020000,24699,0
2005-05-11,24699,24765,24837,24290,126730000,24117,0
2005-05-12,24117,24699,24923,23985,124490000,23887,0
2005-05-13,23887,24115,24260,23680,144510000,24379,1
2005-05-16,24379,23883,24381,23765,98370000,24413,1
2005-05-17,24413,24362,24513,24024,73140000,24898,1
2005-05-18,24898,24410,24967,24410,111180000,24829,0
2005-05-19,24829,24882,24882,24530,80970000,24522,0
2005-05-20,24522,24827,24836,24494,55830000,24215,0
2005-05-23,24215,24525,24586,24208,72220000,24545,1
2005-05-24,24545,24215,24583,24012,131759999,24478,0
2005-05-25,24478,24541,24682,24345,98210000,25255,1
2005-05-27,25255,24480,25270,24480,110950000,25424,1
2005-05-30,25424,25248,25616,25215,50570000,25207,0
2005-05-31,25207,25426,25633,25154,115390000,25949,1
2005-06-01,25949,25209,25993,25209,155220000,26640,1
2005-06-02,26640,25950,26755,25930,199890000,26366,0
2005-06-03,26366,26642,26692,26145,140710000,25556,0
2005-06-06,25556,26363,26363,25217,126940000,25026,0
2005-06-07,25026,25556,25556,24933,140640000,24702,0
2005-06-08,24702,25026,25423,24645,103160000,24484,0
2005-06-09,24484,24702,24702,24224,134460000,24951,1
2005-06-10,24951,24484,25049,24484,71080000,24902,0
2005-06-13,24902,24955,25309,24846,78260000,25744,1
2005-06-14,25744,24898,25789,24330,240230000,25481,0
2005-06-15,25481,25744,25744,24916,172370000,25751,1
2005-06-16,25751,25479,25895,25479,112950000,26093,1
2005-06-17,26093,25752,26267,25752,151340000,26046,0
2005-06-20,26046,26093,26142,25764,74120000,25722,0
2005-06-21,25722,26046,26130,25578,113730000,25678,0
2005-06-22,25678,25730,25755,25324,82460000,24816,0
2005-06-23,24816,25678,25704,24816,150380000,24917,1
2005-06-24,24917,24811,25011,24725,57690000,25226,1
2005-06-27,25226,24917,25306,24640,60290000,25261,1
2005-06-28,25261,25226,25454,25098,71920000,25126,0
2005-06-29,25126,25267,25451,25031,53120000,25051,0
2005-06-30,25051,25132,25279,25051,70920000,25311,1
2005-07-01,25311,25051,25409,25047,51030000,25045,0
2005-07-04,25045,25314,25314,24899,28090000,24675,0
2005-07-05,24675,25042,25059,24526,154510000,24517,0
2005-07-06,24517,24677,24677,24267,135930000,24450,0
2005-07-07,24450,24513,24603,24192,103320000,24423,0
2005-07-08,24423,24452,24657,24287,142730000,25016,1
2005-07-11,25016,24425,25032,24425,100420000,25536,1
2005-07-12,25536,25027,25576,24932,94910000,25856,1
2005-07-13,25856,25557,26043,25557,107280000,25920,1
2005-07-14,25920,25859,26142,25725,113350000,25222,0
2005-07-15,25222,25916,25916,25222,72880000,25321,1
2005-07-18,25321,25222,25412,24916,52170000,25271,0
2005-07-19,25271,25312,25312,24960,119270000,25705,1
2005-07-20,25705,25268,25795,24970,130630000,25842,1
2005-07-21,25842,25706,25964,25505,109500000,25391,0
2005-07-22,25391,25834,25848,25244,166890000,24531,0
2005-07-25,24531,25388,25388,24410,218220000,24868,1
2005-07-26,24868,24506,24899,24328,158980000,25338,1
2005-07-27,25338,24882,25362,24774,150580000,26068,1
2005-07-28,26068,25340,26125,25340,144820000,26042,0
2005-07-29,26042,26065,26306,25946,115050000,26298,1
2005-08-01,26298,26042,26452,25911,105830000,26789,1
2005-08-02,26789,26325,26824,26325,111580000,26714,0
2005-08-03,26714,26789,27317,26638,120850000,26470,0
2005-08-04,26470,26714,26960,26440,75290000,26518,1
2005-08-05,26518,26469,26881,26350,81670000,26711,1
2005-08-08,26711,26521,26985,26521,86050000,27291,1
2005-08-09,27291,26711,27291,26711,87220000,27117,0
2005-08-10,27117,27291,27606,26935,143980000,26633,0
2005-08-11,26633,27099,27512,26494,148340000,26951,1
2005-08-12,26951,26629,26951,25734,133060000,27375,1
2005-08-15,27375,26960,27413,26944,136160000,27080,0
2005-08-16,27080,27376,27696,26967,127780000,27416,1
2005-08-17,27416,27084,27519,27057,231510000,26900,0
2005-08-18,26900,27395,27419,26806,105880000,26644,0
2005-08-19,26644,26909,27183,26129,188770000,27261,1
2005-08-22,27261,26647,27287,26647,87560000,26769,0
2005-08-23,26769,27261,27264,26648,66390000,26712,0
2005-08-24,26712,26769,26862,26479,96060000,27402,1
2005-08-25,27402,26712,27403,26712,105800000,27095,0
2005-08-26,27095,27397,27422,27008,74290000,27385,1
2005-08-29,27385,27113,27432,26981,61090000,27604,1
2005-08-30,27604,27385,27619,27339,69510000,28045,1
2005-08-31,28045,27626,28072,27626,149620000,27962,0
2005-09-01,27962,28044,28237,27799,102020000,28319,1
2005-09-02,28319,27972,28347,27972,109500000,28522,1
2005-09-05,28522,28322,28579,28322,46130000,28855,1
2005-09-06,28855,28523,28855,28338,87360000,28828,0
2005-09-08,28828,28855,28956,28709,58770000,29308,1
2005-09-09,29308,28837,29387,28820,87450000,29086,0
2005-09-12,29086,29308,29331,28991,61770000,28873,0
2005-09-13,28873,29084,29194,28814,94850000,29050,1
2005-09-14,29050,28874,29152,28842,106960000,29366,1
2005-09-15,29366,29048,29561,29048,102840000,29816,1
2005-09-16,29816,29368,29863,29368,91360000,30076,1
2005-09-19,30076,29816,30076,29715,140100000,30059,0
2005-09-20,30059,30076,30370,29889,179790000,30837,1
2005-09-21,30837,30059,30890,29815,159290000,30678,0
2005-09-22,30678,30839,30931,30422,113990000,31294,1
2005-09-23,31294,30683,31371,30683,242240000,31141,0
2005-09-26,31141,31301,31565,30957,133020000,30875,0
2005-09-27,30875,31146,31219,30593,126120000,31317,1
2005-09-28,31317,30879,31405,30879,127070000,31209,0
2005-09-29,31209,31318,31524,30839,122120000,31584,1
2005-09-30,31584,31209,31584,31135,134160000,31856,1
2005-10-03,31856,31582,31985,31542,139640000,31284,0
2005-10-04,31284,31857,32052,31235,197570000,30164,0
2005-10-05,30164,31272,31272,30118,122330000,29227,0
2005-10-06,29227,30165,30241,28893,167100000,29973,1
2005-10-07,29973,29227,30213,29227,115580000,30277,1
2005-10-10,30277,29982,30502,29982,106640000,30614,1
2005-10-11,30614,30275,30775,30275,148290000,29880,0
2005-10-13,29880,30561,30561,29337,166340000,29770,0
